snapshot_json
"{""id"":""9936982a-321f-4b8b-be78-924f6aa67807"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""organization_id"":""dbr77"",""title"":""Azure subscription setup"",""description"":null,""status"":""done"",""priority"":""medium"",""assignee_id"":""025ae9d5-b9c4-4b0e-8e1f-d720c17881ff"",""reporter_id"":null,""due_date"":""2026-03-26T03:50:29.808Z"",""estimated_hours"":8,""checklist"":null,""attachments"":null,""tags"":null,""custom_status_id"":null,""created_at"":""2026-03-21T03:50:29.808Z"",""updated_at"":""2026-04-09T02:50:29.843Z"",""completed_at"":""2026-03-25T03:50:29.808Z"",""task_type"":""execution"",""budget_allocated"":0,""budget_spent"":0,""risk_rating"":""low"",""acceptance_criteria"":"""",""blocking_issues"":"""",""step_phase"":""design"",""initiative_id"":""12848b35-89f1-46c3-9a70-6cb7328e6acb"",""why"":"""",""backup_assignee_id"":null,""created_by"":null,""started_at"":null,""source"":null,""owner_id"":null,""requires_acceptance"":null,""acceptance_type"":null,""acceptor_id"":null,""weight"":null,""weight_reason"":null,""expected_outcome"":null,""decision_impact"":null,""evidence_required"":null,""strategic_contribution"":null,""roadmap_initiative_id"":null,""kpi_id"":null,""raid_item_id"":null,""assignees"":null,""progress"":null,""blocked_reason"":null,""blocked_by_decision_id"":null,""blocked_at"":null,""notify_on_overdue"":1,""notify_on_acceptance"":1,""notify_on_unassigned"":1,""notify_on_blocked"":1,""last_overdue_notified_at"":null,""last_acceptance_notified_at"":null,""last_unassigned_notified_at"":null,""last_blocked_notified_at"":null,""source_type"":null,""source_id"":null,""custom_fields_json"":""{}"",""is_milestone"":false,""milestone_target_date"":null,""required_skills"":null,""effort_estimate_hours"":null,""list_id"":null,""workstream_id"":null,""parent_task_id"":null,""sort_order"":0,""story_points"":null,""actual_hours"":null,""sprint_id"":null,""idea_id"":null,""sla_hours"":24,""sla_due_at"":null,""escalation_level"":0,""escalated_to_id"":null,""last_escalated_at"":null,""idempotency_key"":null,""risks"":null,""alternatives"":null}"
"{""id"":""2fd64758-7c8b-4bb0-9b92-dd55923846a7"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""organization_id"":""dbr77"",""title"":""Network security groups config"",""description"":null,""status"":""done"",""priority"":""medium"",""assignee_id"":""29262ed1-8017-4db2-9ef1-1e258ed71bdc"",""reporter_id"":null,""due_date"":""2026-04-02T02:50:29.889Z"",""estimated_hours"":8,""checklist"":null,""attachments"":null,""tags"":null,""custom_status_id"":null,""created_at"":""2026-03-28T03:50:29.889Z"",""updated_at"":""2026-04-09T02:50:29.923Z"",""completed_at"":""2026-04-01T02:50:29.889Z"",""task_type"":""execution"",""budget_allocated"":0,""budget_spent"":0,""risk_rating"":""low"",""acceptance_criteria"":"""",""blocking_issues"":"""",""step_phase"":""design"",""initiative_id"":""12848b35-89f1-46c3-9a70-6cb7328e6acb"",""why"":"""",""backup_assignee_id"":null,""created_by"":null,""started_at"":null,""source"":null,""owner_id"":null,""requires_acceptance"":null,""acceptance_type"":null,""acceptor_id"":null,""weight"":null,""weight_reason"":null,""expected_outcome"":null,""decision_impact"":null,""evidence_required"":null,""strategic_contribution"":null,""roadmap_initiative_id"":null,""kpi_id"":null,""raid_item_id"":null,""assignees"":null,""progress"":null,""blocked_reason"":null,""blocked_by_decision_id"":null,""blocked_at"":null,""notify_on_overdue"":1,""notify_on_acceptance"":1,""notify_on_unassigned"":1,""notify_on_blocked"":1,""last_overdue_notified_at"":null,""last_acceptance_notified_at"":null,""last_unassigned_notified_at"":null,""last_blocked_notified_at"":null,""source_type"":null,""source_id"":null,""custom_fields_json"":""{}"",""is_milestone"":false,""milestone_target_date"":null,""required_skills"":null,""effort_estimate_hours"":null,""list_id"":null,""workstream_id"":null,""parent_task_id"":null,""sort_order"":0,""story_points"":null,""actual_hours"":null,""sprint_id"":null,""idea_id"":null,""sla_hours"":24,""sla_due_at"":null,""escalation_level"":0,""escalated_to_id"":null,""last_escalated_at"":null,""idempotency_key"":null,""risks"":null,""alternatives"":null}"
"{""id"":""5082781c-b592-413d-998b-37d28691e931"",""project_id"":null,""organization_id"":""dbr77"",""title"":""[STAGING] BUG: Zmiana hasła"",""description"":""Nie można zmienić hasła - nie można otworzyć BEZPIECZEŃSTWO ani innych elementów w panelu ustawień\n\n---\nTicket: abbd8c57-59d8-46cf-b6b4-94eac3c25091\nEnv: staging\nRoute: /settings/profile\nUser: jan.kowalski@dbr77.com\n"",""status"":""done"",""priority"":""medium"",""assignee_id"":null,""reporter_id"":""7b9b0e03-0061-468a-8201-31ebac233914"",""due_date"":null,""estimated_hours"":null,""checklist"":null,""attachments"":null,""tags"":""[\""feedback:abbd8c57-59d8-46cf-b6b4-94eac3c25091\"",\""env:staging\""]"",""custom_status_id"":null,""created_at"":""2026-06-12T18:30:47.668Z"",""updated_at"":""2026-07-03T04:23:13.192Z"",""completed_at"":null,""task_type"":""execution"",""budget_allocated"":0,""budget_spent"":0,""risk_rating"":""low"",""acceptance_criteria"":"""",""blocking_issues"":"""",""step_phase"":""design"",""initiative_id"":null,""why"":"""",""backup_assignee_id"":null,""created_by"":null,""started_at"":null,""source"":""feedback"",""owner_id"":""7b9b0e03-0061-468a-8201-31ebac233914"",""requires_acceptance"":null,""acceptance_type"":null,""acceptor_id"":null,""weight"":null,""weight_reason"":null,""expected_outcome"":null,""decision_impact"":null,""evidence_required"":null,""strategic_contribution"":null,""roadmap_initiative_id"":null,""kpi_id"":null,""raid_item_id"":null,""assignees"":null,""progress"":null,""blocked_reason"":null,""blocked_by_decision_id"":null,""blocked_at"":null,""notify_on_overdue"":1,""notify_on_acceptance"":1,""notify_on_unassigned"":1,""notify_on_blocked"":1,""last_overdue_notified_at"":null,""last_acceptance_notified_at"":null,""last_unassigned_notified_at"":null,""last_blocked_notified_at"":null,""source_type"":null,""source_id"":null,""custom_fields_json"":""{}"",""is_milestone"":false,""milestone_target_date"":null,""required_skills"":null,""effort_estimate_hours"":null,""list_id"":null,""workstream_id"":null,""parent_task_id"":null,""sort_order"":0,""story_points"":null,""actual_hours"":null,""sprint_id"":null,""idea_id"":null,""sla_hours"":24,""sla_due_at"":null,""escalation_level"":0,""escalated_to_id"":null,""last_escalated_at"":null,""idempotency_key"":null,""risks"":null,""alternatives"":null}"
"{""id"":""fe2ef76e-1bf0-4051-aa61-b4a39b802f39"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""organization_id"":""dbr77"",""title"":""Access control policies for Lakehouse"",""description"":null,""status"":""done"",""priority"":""medium"",""assignee_id"":""5bdb3753-88fd-47c2-abe9-7c290b74af65"",""reporter_id"":null,""due_date"":""2026-04-06T02:50:30.632Z"",""estimated_hours"":6,""checklist"":null,""attachments"":null,""tags"":null,""custom_status_id"":null,""created_at"":""2026-04-01T02:50:30.632Z"",""updated_at"":""2026-04-09T02:50:30.669Z"",""completed_at"":""2026-04-05T02:50:30.632Z"",""task_type"":""execution"",""budget_allocated"":0,""budget_spent"":0,""risk_rating"":""low"",""acceptance_criteria"":"""",""blocking_issues"":"""",""step_phase"":""design"",""initiative_id"":""94ca149a-c34a-47cc-a930-32378345f5cc"",""why"":"""",""backup_assignee_id"":null,""created_by"":null,""started_at"":null,""source"":null,""owner_id"":null,""requires_acceptance"":null,""acceptance_type"":null,""acceptor_id"":null,""weight"":null,""weight_reason"":null,""expected_outcome"":null,""decision_impact"":null,""evidence_required"":null,""strategic_contribution"":null,""roadmap_initiative_id"":null,""kpi_id"":null,""raid_item_id"":null,""assignees"":null,""progress"":null,""blocked_reason"":null,""blocked_by_decision_id"":null,""blocked_at"":null,""notify_on_overdue"":1,""notify_on_acceptance"":1,""notify_on_unassigned"":1,""notify_on_blocked"":1,""last_overdue_notified_at"":null,""last_acceptance_notified_at"":null,""last_unassigned_notified_at"":null,""last_blocked_notified_at"":null,""source_type"":null,""source_id"":null,""custom_fields_json"":""{}"",""is_milestone"":false,""milestone_target_date"":null,""required_skills"":null,""effort_estimate_hours"":null,""list_id"":null,""workstream_id"":null,""parent_task_id"":null,""sort_order"":0,""story_points"":null,""actual_hours"":null,""sprint_id"":null,""idea_id"":null,""sla_hours"":24,""sla_due_at"":null,""escalation_level"":0,""escalated_to_id"":null,""last_escalated_at"":null,""idempotency_key"":null,""risks"":null,""alternatives"":null}"
"{""id"":""1b092e17-ff4d-4123-b75a-d791a8f4d172"",""project_id"":null,""organization_id"":""dbr77"",""title"":""[STAGING] BUG: ScreenShot"",""description"":""Zrzut ekranu zasłania lewą część pod panelem - nie można zgłaszać błędów w ten sposób\n\n---\nTicket: 64133ece-5f75-4598-8121-3ca4f5f9b7b4\nEnv: staging\nRoute: /superadmin/customers\nUser: admin@dbr77.com\n"",""status"":""done"",""priority"":""medium"",""assignee_id"":null,""reporter_id"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""due_date"":null,""estimated_hours"":null,""checklist"":null,""attachments"":null,""tags"":""[\""feedback:64133ece-5f75-4598-8121-3ca4f5f9b7b4\"",\""env:staging\""]"",""custom_status_id"":null,""created_at"":""2026-05-07T10:57:14.921Z"",""updated_at"":""2026-07-03T04:23:13.192Z"",""completed_at"":null,""task_type"":""execution"",""budget_allocated"":0,""budget_spent"":0,""risk_rating"":""low"",""acceptance_criteria"":"""",""blocking_issues"":"""",""step_phase"":""design"",""initiative_id"":null,""why"":"""",""backup_assignee_id"":null,""created_by"":null,""started_at"":null,""source"":""feedback"",""owner_id"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""requires_acceptance"":null,""acceptance_type"":null,""acceptor_id"":null,""weight"":null,""weight_reason"":null,""expected_outcome"":null,""decision_impact"":null,""evidence_required"":null,""strategic_contribution"":null,""roadmap_initiative_id"":null,""kpi_id"":null,""raid_item_id"":null,""assignees"":null,""progress"":null,""blocked_reason"":null,""blocked_by_decision_id"":null,""blocked_at"":null,""notify_on_overdue"":1,""notify_on_acceptance"":1,""notify_on_unassigned"":1,""notify_on_blocked"":1,""last_overdue_notified_at"":null,""last_acceptance_notified_at"":null,""last_unassigned_notified_at"":null,""last_blocked_notified_at"":null,""source_type"":null,""source_id"":null,""custom_fields_json"":""{}"",""is_milestone"":false,""milestone_target_date"":null,""required_skills"":null,""effort_estimate_hours"":null,""list_id"":null,""workstream_id"":null,""parent_task_id"":null,""sort_order"":0,""story_points"":null,""actual_hours"":null,""sprint_id"":null,""idea_id"":null,""sla_hours"":24,""sla_due_at"":null,""escalation_level"":0,""escalated_to_id"":null,""last_escalated_at"":null,""idempotency_key"":null,""risks"":null,""alternatives"":null}"
"{""id"":""2a4d39f7-2faa-41cb-b445-a553876e134f"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""organization_id"":""dbr77"",""title"":""Azure DevOps project configuration"",""description"":null,""status"":""done"",""priority"":""medium"",""assignee_id"":""29262ed1-8017-4db2-9ef1-1e258ed71bdc"",""reporter_id"":null,""due_date"":""2026-03-27T03:50:30.671Z"",""estimated_hours"":4,""checklist"":null,""attachments"":null,""tags"":null,""custom_status_id"":null,""created_at"":""2026-03-22T03:50:30.671Z"",""updated_at"":""2026-04-09T02:50:30.706Z"",""completed_at"":""2026-03-26T03:50:30.671Z"",""task_type"":""execution"",""budget_allocated"":0,""budget_spent"":0,""risk_rating"":""low"",""acceptance_criteria"":"""",""blocking_issues"":"""",""step_phase"":""design"",""initiative_id"":""12848b35-89f1-46c3-9a70-6cb7328e6acb"",""why"":"""",""backup_assignee_id"":null,""created_by"":null,""started_at"":null,""source"":null,""owner_id"":null,""requires_acceptance"":null,""acceptance_type"":null,""acceptor_id"":null,""weight"":null,""weight_reason"":null,""expected_outcome"":null,""decision_impact"":null,""evidence_required"":null,""strategic_contribution"":null,""roadmap_initiative_id"":null,""kpi_id"":null,""raid_item_id"":null,""assignees"":null,""progress"":null,""blocked_reason"":null,""blocked_by_decision_id"":null,""blocked_at"":null,""notify_on_overdue"":1,""notify_on_acceptance"":1,""notify_on_unassigned"":1,""notify_on_blocked"":1,""last_overdue_notified_at"":null,""last_acceptance_notified_at"":null,""last_unassigned_notified_at"":null,""last_blocked_notified_at"":null,""source_type"":null,""source_id"":null,""custom_fields_json"":""{}"",""is_milestone"":false,""milestone_target_date"":null,""required_skills"":null,""effort_estimate_hours"":null,""list_id"":null,""workstream_id"":null,""parent_task_id"":null,""sort_order"":0,""story_points"":null,""actual_hours"":null,""sprint_id"":null,""idea_id"":null,""sla_hours"":24,""sla_due_at"":null,""escalation_level"":0,""escalated_to_id"":null,""last_escalated_at"":null,""idempotency_key"":null,""risks"":null,""alternatives"":null}"
"{""id"":""36647adc-5dd0-4328-b0f3-4951e0b9455b"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""organization_id"":""dbr77"",""title"":""Stakeholder interviews round 1"",""description"":null,""status"":""done"",""priority"":""medium"",""assignee_id"":""eb79c7f2-01f6-4b70-b0c0-c612da9cd549"",""reporter_id"":null,""due_date"":""2026-04-07T02:50:30.595Z"",""estimated_hours"":12,""checklist"":null,""attachments"":null,""tags"":null,""custom_status_id"":null,""created_at"":""2026-04-02T02:50:30.595Z"",""updated_at"":""2026-04-09T02:50:30.629Z"",""completed_at"":""2026-04-06T02:50:30.595Z"",""task_type"":""execution"",""budget_allocated"":0,""budget_spent"":0,""risk_rating"":""low"",""acceptance_criteria"":"""",""blocking_issues"":"""",""step_phase"":""design"",""initiative_id"":""84baaa08-5249-42e4-a292-3921e67d29d1"",""why"":"""",""backup_assignee_id"":null,""created_by"":null,""started_at"":null,""source"":null,""owner_id"":null,""requires_acceptance"":null,""acceptance_type"":null,""acceptor_id"":null,""weight"":null,""weight_reason"":null,""expected_outcome"":null,""decision_impact"":null,""evidence_required"":null,""strategic_contribution"":null,""roadmap_initiative_id"":null,""kpi_id"":null,""raid_item_id"":null,""assignees"":null,""progress"":null,""blocked_reason"":null,""blocked_by_decision_id"":null,""blocked_at"":null,""notify_on_overdue"":1,""notify_on_acceptance"":1,""notify_on_unassigned"":1,""notify_on_blocked"":1,""last_overdue_notified_at"":null,""last_acceptance_notified_at"":null,""last_unassigned_notified_at"":null,""last_blocked_notified_at"":null,""source_type"":null,""source_id"":null,""custom_fields_json"":""{}"",""is_milestone"":false,""milestone_target_date"":null,""required_skills"":null,""effort_estimate_hours"":null,""list_id"":null,""workstream_id"":null,""parent_task_id"":null,""sort_order"":0,""story_points"":null,""actual_hours"":null,""sprint_id"":null,""idea_id"":null,""sla_hours"":24,""sla_due_at"":null,""escalation_level"":0,""escalated_to_id"":null,""last_escalated_at"":null,""idempotency_key"":null,""risks"":null,""alternatives"":null}"
"{""id"":""034cb57a-a52b-47d1-80c3-14ba42972d68"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""organization_id"":""dbr77"",""title"":""Rate limiting spike"",""description"":null,""status"":""done"",""priority"":""medium"",""assignee_id"":""d38cf7f5-fc74-40c5-a5ec-86532f8c72e4"",""reporter_id"":null,""due_date"":""2026-04-04T02:50:30.528Z"",""estimated_hours"":4,""checklist"":null,""attachments"":null,""tags"":null,""custom_status_id"":null,""created_at"":""2026-03-30T02:50:30.528Z"",""updated_at"":""2026-04-09T02:50:30.563Z"",""completed_at"":""2026-04-03T02:50:30.528Z"",""task_type"":""execution"",""budget_allocated"":0,""budget_spent"":0,""risk_rating"":""low"",""acceptance_criteria"":"""",""blocking_issues"":"""",""step_phase"":""design"",""initiative_id"":""da588307-778c-4089-b86a-38b3a45793d7"",""why"":"""",""backup_assignee_id"":null,""created_by"":null,""started_at"":null,""source"":null,""owner_id"":null,""requires_acceptance"":null,""acceptance_type"":null,""acceptor_id"":null,""weight"":null,""weight_reason"":null,""expected_outcome"":null,""decision_impact"":null,""evidence_required"":null,""strategic_contribution"":null,""roadmap_initiative_id"":null,""kpi_id"":null,""raid_item_id"":null,""assignees"":null,""progress"":null,""blocked_reason"":null,""blocked_by_decision_id"":null,""blocked_at"":null,""notify_on_overdue"":1,""notify_on_acceptance"":1,""notify_on_unassigned"":1,""notify_on_blocked"":1,""last_overdue_notified_at"":null,""last_acceptance_notified_at"":null,""last_unassigned_notified_at"":null,""last_blocked_notified_at"":null,""source_type"":null,""source_id"":null,""custom_fields_json"":""{}"",""is_milestone"":false,""milestone_target_date"":null,""required_skills"":null,""effort_estimate_hours"":null,""list_id"":null,""workstream_id"":null,""parent_task_id"":null,""sort_order"":0,""story_points"":null,""actual_hours"":null,""sprint_id"":null,""idea_id"":null,""sla_hours"":24,""sla_due_at"":null,""escalation_level"":0,""escalated_to_id"":null,""last_escalated_at"":null,""idempotency_key"":null,""risks"":null,""alternatives"":null}"
"{""id"":""1a9cc247-4f6c-4045-868c-70b73238e761"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""organization_id"":""dbr77"",""title"":""SOC2 readiness checklist"",""description"":null,""status"":""done"",""priority"":""medium"",""assignee_id"":""025ae9d5-b9c4-4b0e-8e1f-d720c17881ff"",""reporter_id"":null,""due_date"":""2026-04-06T02:50:30.468Z"",""estimated_hours"":8,""checklist"":null,""attachments"":null,""tags"":null,""custom_status_id"":null,""created_at"":""2026-04-01T02:50:30.468Z"",""updated_at"":""2026-04-09T02:50:30.505Z"",""completed_at"":""2026-04-05T02:50:30.468Z"",""task_type"":""execution"",""budget_allocated"":0,""budget_spent"":0,""risk_rating"":""low"",""acceptance_criteria"":"""",""blocking_issues"":"""",""step_phase"":""design"",""initiative_id"":""f57953a2-0af0-4e59-bc1c-e840b09957d8"",""why"":"""",""backup_assignee_id"":null,""created_by"":null,""started_at"":null,""source"":null,""owner_id"":null,""requires_acceptance"":null,""acceptance_type"":null,""acceptor_id"":null,""weight"":null,""weight_reason"":null,""expected_outcome"":null,""decision_impact"":null,""evidence_required"":null,""strategic_contribution"":null,""roadmap_initiative_id"":null,""kpi_id"":null,""raid_item_id"":null,""assignees"":null,""progress"":null,""blocked_reason"":null,""blocked_by_decision_id"":null,""blocked_at"":null,""notify_on_overdue"":1,""notify_on_acceptance"":1,""notify_on_unassigned"":1,""notify_on_blocked"":1,""last_overdue_notified_at"":null,""last_acceptance_notified_at"":null,""last_unassigned_notified_at"":null,""last_blocked_notified_at"":null,""source_type"":null,""source_id"":null,""custom_fields_json"":""{}"",""is_milestone"":false,""milestone_target_date"":null,""required_skills"":null,""effort_estimate_hours"":null,""list_id"":null,""workstream_id"":null,""parent_task_id"":null,""sort_order"":0,""story_points"":null,""actual_hours"":null,""sprint_id"":null,""idea_id"":null,""sla_hours"":24,""sla_due_at"":null,""escalation_level"":0,""escalated_to_id"":null,""last_escalated_at"":null,""idempotency_key"":null,""risks"":null,""alternatives"":null}"
"{""id"":""472d49cf-3de4-4e83-9581-1afdd7e24a24"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""organization_id"":""dbr77"",""title"":""Cost estimation for prod environment"",""description"":null,""status"":""done"",""priority"":""medium"",""assignee_id"":""025ae9d5-b9c4-4b0e-8e1f-d720c17881ff"",""reporter_id"":null,""due_date"":""2026-03-29T02:50:30.425Z"",""estimated_hours"":6,""checklist"":null,""attachments"":null,""tags"":null,""custom_status_id"":null,""created_at"":""2026-03-24T03:50:30.425Z"",""updated_at"":""2026-04-09T02:50:30.461Z"",""completed_at"":""2026-03-28T03:50:30.425Z"",""task_type"":""execution"",""budget_allocated"":0,""budget_spent"":0,""risk_rating"":""low"",""acceptance_criteria"":"""",""blocking_issues"":"""",""step_phase"":""design"",""initiative_id"":""12848b35-89f1-46c3-9a70-6cb7328e6acb"",""why"":"""",""backup_assignee_id"":null,""created_by"":null,""started_at"":null,""source"":null,""owner_id"":null,""requires_acceptance"":null,""acceptance_type"":null,""acceptor_id"":null,""weight"":null,""weight_reason"":null,""expected_outcome"":null,""decision_impact"":null,""evidence_required"":null,""strategic_contribution"":null,""roadmap_initiative_id"":null,""kpi_id"":null,""raid_item_id"":null,""assignees"":null,""progress"":null,""blocked_reason"":null,""blocked_by_decision_id"":null,""blocked_at"":null,""notify_on_overdue"":1,""notify_on_acceptance"":1,""notify_on_unassigned"":1,""notify_on_blocked"":1,""last_overdue_notified_at"":null,""last_acceptance_notified_at"":null,""last_unassigned_notified_at"":null,""last_blocked_notified_at"":null,""source_type"":null,""source_id"":null,""custom_fields_json"":""{}"",""is_milestone"":false,""milestone_target_date"":null,""required_skills"":null,""effort_estimate_hours"":null,""list_id"":null,""workstream_id"":null,""parent_task_id"":null,""sort_order"":0,""story_points"":null,""actual_hours"":null,""sprint_id"":null,""idea_id"":null,""sla_hours"":24,""sla_due_at"":null,""escalation_level"":0,""escalated_to_id"":null,""last_escalated_at"":null,""idempotency_key"":null,""risks"":null,""alternatives"":null}"
