snapshot_json
"{""id"":""bd089e91-d1f6-412e-8c95-86082ed1fbb6"",""user_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":null,""title"":""Planowanie budżetu IT Q3"",""title_source"":null,""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":18,""last_message_preview"":null,""last_message_at"":""2026-03-20T03:50:32.946Z"",""created_at"":""2026-03-20T03:50:32.946Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'budżetu':2A 'it':3A 'planowanie':1A 'q3':4A"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""8b1f27b4-b047-41a7-b1c5-fc7b86c6a4df"",""user_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":null,""title"":""Debriefing po audycie GDPR"",""title_source"":null,""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":20,""last_message_preview"":null,""last_message_at"":""2026-03-25T03:50:32.831Z"",""created_at"":""2026-03-25T03:50:32.831Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'audycie':3A 'debriefing':1A 'gdpr':4A 'po':2A"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""15235e6f-99cd-4e06-9351-2919bf4b7301"",""user_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":null,""title"":""Spotkanie z zespołem Security"",""title_source"":null,""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":7,""last_message_preview"":null,""last_message_at"":""2026-03-28T03:50:32.798Z"",""created_at"":""2026-03-28T03:50:32.798Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'security':4A 'spotkanie':1A 'z':2A 'zespołem':3A"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""8a588b95-bad8-4577-889b-50f05017911e"",""user_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":null,""title"":""Analiza ryzyk Q2 2026"",""title_source"":null,""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":13,""last_message_preview"":null,""last_message_at"":""2026-04-01T02:50:32.770Z"",""created_at"":""2026-04-01T02:50:32.770Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'2026':4A 'analiza':1A 'q2':3A 'ryzyk':2A"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""1d1a8bd4-3997-4b86-9d33-fe6b42719906"",""user_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":null,""title"":""Przegląd statusu Data Platform"",""title_source"":null,""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":7,""last_message_preview"":null,""last_message_at"":""2026-04-04T02:50:32.740Z"",""created_at"":""2026-04-04T02:50:32.740Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'data':3A 'platform':4A 'przegląd':1A 'statusu':2A"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""a6cc268a-0b06-48e9-a4fd-477d688e387d"",""user_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":null,""title"":""Strategia migracji chmurowej — kick-off"",""title_source"":null,""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":18,""last_message_preview"":null,""last_message_at"":""2026-04-07T02:50:32.704Z"",""created_at"":""2026-04-07T02:50:32.704Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'chmurowej':3A 'kick':5A 'kick-off':4A 'migracji':2A 'off':6A 'strategia':1A"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""76a2e60e-1d7a-426b-bfaa-d7a88de7b8a3"",""user_id"":""7b9b0e03-0061-468a-8201-31ebac233914"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":""7b9b0e03-0061-468a-8201-31ebac233914"",""title"":""Consultify Usage Examples & Features"",""title_source"":""auto"",""pmo_context"":""{}"",""language"":""pl"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":10,""last_message_preview"":""Nie posiadam aktualnych danych dotyczących liczby członków Twojej organizacji. Proszę o dostarczenie tej informacji lub możesz to sprawdzić w module &quot;Profile Organizacji&quot; w Consultify, jeśli"",""last_message_at"":""2026-06-12T06:12:32.898Z"",""created_at"":""2026-06-12T04:53:54.288Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'aktualnych':7B 'consultify':1A,28B 'członków':11B 'danych':8B 'dostarczenie':16B 'dotyczących':9B 'examples':3A 'features':4A 'informacji':18B 'jeśli':29B 'liczby':10B 'lub':19B 'module':24B 'możesz':20B 'nie':5B 'o':15B 'organizacji':13B,26B 'posiadam':6B 'profile':25B 'proszę':14B 'sprawdzić':22B 'tej':17B 'to':21B 'twojej':12B 'usage':2A 'w':23B,27B"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""07ae603b-eeae-41a4-9461-07b3509cf54d"",""user_id"":""7b9b0e03-0061-468a-8201-31ebac233914"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":""7b9b0e03-0061-468a-8201-31ebac233914"",""title"":""New conversation"",""title_source"":""auto"",""pmo_context"":""{}"",""language"":""pl"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":1,""last_message_preview"":""ilu członków ma moja organizacja obecnie /"",""last_message_at"":""2026-06-12T06:12:23.938Z"",""created_at"":""2026-06-12T06:12:08.530Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'conversation':2A 'członków':4B 'ilu':3B 'ma':5B 'moja':6B 'new':1A 'obecnie':8B 'organizacja':7B"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""87eaed62-6590-4c70-95d2-965d687f450a"",""user_id"":""7b9b0e03-0061-468a-8201-31ebac233914"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":""7b9b0e03-0061-468a-8201-31ebac233914"",""title"":""Work Canvas source: Member capability check"",""title_source"":""user"",""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":1,""last_message_preview"":""Source conversation for a Work Canvas draft."",""last_message_at"":""2026-05-15T16:29:59.995Z"",""created_at"":""2026-05-15T16:29:59.818Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'a':10B 'canvas':2A,12B 'capability':5A 'check':6A 'conversation':8B 'draft':13B 'for':9B 'member':4A 'source':3A,7B 'work':1A,11B"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""69027bbc-e543-404d-a84b-e7338bda6125"",""user_id"":""7b9b0e03-0061-468a-8201-31ebac233914"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":""7b9b0e03-0061-468a-8201-31ebac233914"",""title"":""Work Canvas source: Member capability check"",""title_source"":""user"",""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":1,""last_message_preview"":""Source conversation for a Work Canvas draft."",""last_message_at"":""2026-05-15T16:29:47.544Z"",""created_at"":""2026-05-15T16:29:47.358Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'a':10B 'canvas':2A,12B 'capability':5A 'check':6A 'conversation':8B 'draft':13B 'for':9B 'member':4A 'source':3A,7B 'work':1A,11B"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""a18530c6-6f9d-4f82-ab33-ea4124056b51"",""user_id"":""7b9b0e03-0061-468a-8201-31ebac233914"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":""7b9b0e03-0061-468a-8201-31ebac233914"",""title"":""Work Canvas source: Member capability check"",""title_source"":""user"",""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":1,""last_message_preview"":""Source conversation for a Work Canvas draft."",""last_message_at"":""2026-05-15T11:08:18.003Z"",""created_at"":""2026-05-15T11:08:17.917Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'a':10B 'canvas':2A,12B 'capability':5A 'check':6A 'conversation':8B 'draft':13B 'for':9B 'member':4A 'source':3A,7B 'work':1A,11B"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""390d3662-d3d0-4172-84df-fe16c95d67d8"",""user_id"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""title"":""API final smoke API superadmin smoke 1778848835571"",""title_source"":""user"",""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":1,""last_message_preview"":""API final smoke message."",""last_message_at"":""2026-05-15T10:40:35.790Z"",""created_at"":""2026-05-15T10:40:35.642Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'1778848835571':7A 'api':1A,4A,8B 'final':2A,9B 'message':11B 'smoke':3A,6A,10B 'superadmin':5A"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""0285e0aa-d2e5-4c42-88d0-5648c29044e8"",""user_id"":""7b9b0e03-0061-468a-8201-31ebac233914"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":""7b9b0e03-0061-468a-8201-31ebac233914"",""title"":""Work Canvas source: Member capability check"",""title_source"":""user"",""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":1,""last_message_preview"":""Source conversation for a Work Canvas draft."",""last_message_at"":""2026-05-15T16:56:47.158Z"",""created_at"":""2026-05-15T16:56:46.887Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'a':10B 'canvas':2A,12B 'capability':5A 'check':6A 'conversation':8B 'draft':13B 'for':9B 'member':4A 'source':3A,7B 'work':1A,11B"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""282790e2-3cb1-443f-a05c-a144525749bf"",""user_id"":""7b9b0e03-0061-468a-8201-31ebac233914"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":""7b9b0e03-0061-468a-8201-31ebac233914"",""title"":""Work Canvas source: Member capability check"",""title_source"":""user"",""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":1,""last_message_preview"":""Source conversation for a Work Canvas draft."",""last_message_at"":""2026-05-15T16:52:27.084Z"",""created_at"":""2026-05-15T16:52:26.870Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'a':10B 'canvas':2A,12B 'capability':5A 'check':6A 'conversation':8B 'draft':13B 'for':9B 'member':4A 'source':3A,7B 'work':1A,11B"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""43d749bc-6c53-410a-ba8a-101f26b8f79f"",""user_id"":""7b9b0e03-0061-468a-8201-31ebac233914"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":""7b9b0e03-0061-468a-8201-31ebac233914"",""title"":""Work Canvas source: Member capability check"",""title_source"":""user"",""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":1,""last_message_preview"":""Source conversation for a Work Canvas draft."",""last_message_at"":""2026-05-15T16:40:53.941Z"",""created_at"":""2026-05-15T16:40:53.707Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'a':10B 'canvas':2A,12B 'capability':5A 'check':6A 'conversation':8B 'draft':13B 'for':9B 'member':4A 'source':3A,7B 'work':1A,11B"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""5fe6c51d-29ac-46a2-a3a3-831137075922"",""user_id"":""7b9b0e03-0061-468a-8201-31ebac233914"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":""7b9b0e03-0061-468a-8201-31ebac233914"",""title"":""Work Canvas source: Member capability check"",""title_source"":""user"",""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":1,""last_message_preview"":""Source conversation for a Work Canvas draft."",""last_message_at"":""2026-05-15T16:38:22.332Z"",""created_at"":""2026-05-15T16:38:22.186Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'a':10B 'canvas':2A,12B 'capability':5A 'check':6A 'conversation':8B 'draft':13B 'for':9B 'member':4A 'source':3A,7B 'work':1A,11B"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""8e64e060-fea6-4e4d-979e-2cfda7ed1122"",""user_id"":""7b9b0e03-0061-468a-8201-31ebac233914"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":""7b9b0e03-0061-468a-8201-31ebac233914"",""title"":""Work Canvas source: Member capability check"",""title_source"":""user"",""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":1,""last_message_preview"":""Source conversation for a Work Canvas draft."",""last_message_at"":""2026-05-15T10:37:05.062Z"",""created_at"":""2026-05-15T10:37:04.844Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'a':10B 'canvas':2A,12B 'capability':5A 'check':6A 'conversation':8B 'draft':13B 'for':9B 'member':4A 'source':3A,7B 'work':1A,11B"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
"{""id"":""832781b0-e8cc-476d-8996-62cbe79ce360"",""user_id"":""7b9b0e03-0061-468a-8201-31ebac233914"",""organization_id"":""dbr77"",""project_id"":null,""chat_project_id"":null,""created_by"":""7b9b0e03-0061-468a-8201-31ebac233914"",""title"":""API final smoke API member smoke 1778848834911"",""title_source"":""user"",""pmo_context"":""{}"",""language"":""en"",""starred"":false,""archived"":false,""tags"":""[]"",""message_count"":1,""last_message_preview"":""API final smoke message."",""last_message_at"":""2026-05-15T10:40:35.123Z"",""created_at"":""2026-05-15T10:40:34.994Z"",""updated_at"":""2026-09-07T02:31:19.074Z"",""deleted_at"":null,""search_vector"":""'1778848834911':7A 'api':1A,4A,8B 'final':2A,9B 'member':5A 'message':11B 'smoke':3A,6A,10B"",""shared_to_project"":false,""visibility_scope"":""private"",""access_policy_version"":null,""client_info"":null,""retention_policy"":null,""version"":1}"
