snapshot_json
"{""id"":""27a5bc56-2b31-455c-88ff-a7950a70cc6b"",""organization_id"":""dbr77"",""item_id"":""75ba3a95-3f76-41bc-87ad-cd6638ac0dde"",""claim_path"":""myWork.idea"",""value_json"":""{\""ideaId\"":\""946bd583-b11c-4595-99ee-49e80e11c151\"",\""title\"":\""QA Mindmap 1779094092688\"",\""body\"":\""QA mindmap checklist seed\"",\""tags\"":[\""qa\"",\""mindmap\""]}"",""confidence"":0.6,""claim_type"":""fact"",""status"":""active"",""review_status"":""accepted"",""supersedes_claim_id"":null,""created_at"":""2026-05-18T06:48:13.209Z""}"
"{""id"":""7e4ef5bc-48c3-4ad4-9e05-a8ca3a301b93"",""organization_id"":""dbr77"",""item_id"":""6b9b9cba-945f-483b-a505-a95073d41ea1"",""claim_path"":""myWork.idea"",""value_json"":""{\""ideaId\"":\""38ef453e-a738-4b87-a6d9-2086906c0501\"",\""title\"":\""QA Mindmap 1779093719253\"",\""body\"":\""QA mindmap checklist seed\"",\""tags\"":[\""qa\"",\""mindmap\""]}"",""confidence"":0.6,""claim_type"":""fact"",""status"":""active"",""review_status"":""accepted"",""supersedes_claim_id"":null,""created_at"":""2026-05-18T06:41:59.405Z""}"
"{""id"":""57055820-77ab-4168-9396-ff7013d93a2a"",""organization_id"":""dbr77"",""item_id"":""c276d7ea-24d9-4f6f-84a3-5378d2d72150"",""claim_path"":""myWork.idea"",""value_json"":""{\""ideaId\"":\""ee408ba4-d534-4b2e-ba6a-ccf29646728d\"",\""title\"":\""QA Mindmap 1779037627464\"",\""body\"":\""QA mindmap checklist seed\"",\""tags\"":[\""qa\"",\""mindmap\""]}"",""confidence"":0.6,""claim_type"":""fact"",""status"":""active"",""review_status"":""accepted"",""supersedes_claim_id"":null,""created_at"":""2026-05-17T15:07:07.570Z""}"
"{""id"":""87dbcb04-de2b-489e-ba98-c954eff46925"",""organization_id"":""dbr77"",""item_id"":""463c9b90-12fe-46df-9397-95abaafd39a3"",""claim_path"":""myWork.idea"",""value_json"":""{\""ideaId\"":\""0e10907c-53ab-4109-984e-109ad7b140ac\"",\""title\"":\""QA Mindmap 1779037568163\"",\""body\"":\""QA mindmap checklist seed\"",\""tags\"":[\""qa\"",\""mindmap\""]}"",""confidence"":0.6,""claim_type"":""fact"",""status"":""active"",""review_status"":""accepted"",""supersedes_claim_id"":null,""created_at"":""2026-05-17T15:06:08.348Z""}"
"{""id"":""73c91ed4-8b9a-41e0-8abe-bc501704d442"",""organization_id"":""dbr77"",""item_id"":""b20f3892-0823-41c7-af3e-5da5175fb9b4"",""claim_path"":""myWork.idea"",""value_json"":""{\""ideaId\"":\""a7c27ede-9938-4fb4-a721-ca819a133ef5\"",\""title\"":\""QA Mindmap 1779037393122\"",\""body\"":\""QA mindmap checklist seed\"",\""tags\"":[\""qa\"",\""mindmap\""]}"",""confidence"":0.6,""claim_type"":""fact"",""status"":""active"",""review_status"":""accepted"",""supersedes_claim_id"":null,""created_at"":""2026-05-17T15:03:13.289Z""}"
"{""id"":""ebe26e80-89fb-4388-b68c-ba837949f3c0"",""organization_id"":""dbr77"",""item_id"":""1075a8bf-ccb2-4794-8aeb-d214b1976c60"",""claim_path"":""myWork.idea"",""value_json"":""{\""ideaId\"":\""a1eec13e-a064-45e8-bf23-a35fb66c49ef\"",\""title\"":\""QA Mindmap 1779036651922\"",\""body\"":\""QA mindmap checklist seed\"",\""tags\"":[\""qa\"",\""mindmap\""]}"",""confidence"":0.6,""claim_type"":""fact"",""status"":""active"",""review_status"":""accepted"",""supersedes_claim_id"":null,""created_at"":""2026-05-17T14:50:52.306Z""}"
"{""id"":""04f53eb2-7ba4-4948-b188-1dc71e8b5c6a"",""organization_id"":""dbr77"",""item_id"":""8581aee6-da42-4cfb-8112-4097bc038ff5"",""claim_path"":""myWork.idea"",""value_json"":""{\""ideaId\"":\""97c71e3d-e27d-43a6-8b68-b4181ea5a9ad\"",\""title\"":\""QA Mindmap 1779035053512\"",\""body\"":\""QA mindmap checklist seed\"",\""tags\"":[\""qa\"",\""mindmap\""]}"",""confidence"":0.6,""claim_type"":""fact"",""status"":""active"",""review_status"":""accepted"",""supersedes_claim_id"":null,""created_at"":""2026-05-17T14:24:13.624Z""}"
"{""id"":""29b81d01-4ca0-4b57-a101-1798bb3573b4"",""organization_id"":""dbr77"",""item_id"":""a508a43f-f970-4014-b432-87a20745dbe4"",""claim_path"":""myWork.idea"",""value_json"":""{\""ideaId\"":\""0a4c40b9-898d-4d3d-b5f4-286c932ec587\"",\""title\"":\""QA Mindmap 1779034957218\"",\""body\"":\""QA mindmap checklist seed\"",\""tags\"":[\""qa\"",\""mindmap\""]}"",""confidence"":0.6,""claim_type"":""fact"",""status"":""active"",""review_status"":""accepted"",""supersedes_claim_id"":null,""created_at"":""2026-05-17T14:22:37.313Z""}"
"{""id"":""ea46771d-3dff-484b-ac2e-5fa9aae47eff"",""organization_id"":""dbr77"",""item_id"":""ecbb31b4-a164-475e-8e8a-66dc7ab8d1d6"",""claim_path"":""myWork.idea"",""value_json"":""{\""ideaId\"":\""2b47b38e-e614-4ae9-9302-ab3059c7c38d\"",\""title\"":\""QA Mindmap 1779034741119\"",\""body\"":\""QA mindmap checklist seed\"",\""tags\"":[\""qa\"",\""mindmap\""]}"",""confidence"":0.6,""claim_type"":""fact"",""status"":""active"",""review_status"":""accepted"",""supersedes_claim_id"":null,""created_at"":""2026-05-17T14:19:01.394Z""}"
"{""id"":""61691fc3-5e77-4b70-9786-797cb3e905ce"",""organization_id"":""dbr77"",""item_id"":""0691e2bb-9164-4546-b3a1-a8feb06d55a1"",""claim_path"":""myWork.idea"",""value_json"":""{\""ideaId\"":\""019bfa4d-fc0b-46aa-b82e-601c7d90bbe2\"",\""title\"":\""QA SUPERADMIN 1779033716809\"",\""body\"":\""table flow\"",\""tags\"":[\""qa\"",\""idea-table\""]}"",""confidence"":0.6,""claim_type"":""fact"",""status"":""active"",""review_status"":""accepted"",""supersedes_claim_id"":null,""created_at"":""2026-05-17T14:01:57.049Z""}"
"{""id"":""5320fa62-c5c8-4f38-b4fd-cb46b45cda73"",""organization_id"":""dbr77"",""item_id"":""6cf2c8af-b283-429f-aa3f-9852b8a9e567"",""claim_path"":""operations.interviewAnswers"",""value_json"":""{\""category\"":\""finance\"",\""questionId\"":\""455fcd6f-f2c0-4d7c-a3d4-130597c31e0f\"",\""sessionId\"":\""1974f885-120f-4ca7-b77d-217b4975b8c2\"",\""questionText\"":\""What is the available budget for transformation initiatives?\"",\""answer\"":\""100k USD for the first phase.\"",\""contextNote\"":null,\""tags\"":[]}"",""confidence"":0.85,""claim_type"":""fact"",""status"":""active"",""review_status"":""accepted"",""supersedes_claim_id"":null,""created_at"":""2026-05-03T17:43:56.121Z""}"
"{""id"":""7402deb0-1885-49e6-bbd2-a3ec84c16093"",""organization_id"":""dbr77"",""item_id"":""35f2dcc3-be7d-41bb-bb45-71292d1778fc"",""claim_path"":""operations.interviewAnswers"",""value_json"":""{\""category\"":\""people\"",\""questionId\"":\""b4a74602-7a7f-4a55-a418-ade5b8b13f70\"",\""sessionId\"":\""1974f885-120f-4ca7-b77d-217b4975b8c2\"",\""questionText\"":\""How would you describe your team's digital skills?\"",\""answer\"":\""Basic, need significant upskilling.\"",\""contextNote\"":null,\""tags\"":[]}"",""confidence"":0.85,""claim_type"":""fact"",""status"":""active"",""review_status"":""accepted"",""supersedes_claim_id"":null,""created_at"":""2026-05-03T17:43:44.529Z""}"
"{""id"":""3b5835b1-da6f-4876-9e1a-2ab6c2cb3a10"",""organization_id"":""dbr77"",""item_id"":""8d37c6a6-bfc4-4354-a14a-19a6db38dcd8"",""claim_path"":""operations.interviewAnswers"",""value_json"":""{\""category\"":\""digital\"",\""questionId\"":\""5ba96e28-3130-453b-b9f0-b5551e323493\"",\""sessionId\"":\""1974f885-120f-4ca7-b77d-217b4975b8c2\"",\""questionText\"":\""What systems and tools do you currently use?\"",\""answer\"":\""Legacy ERP and various spreadsheets.\"",\""contextNote\"":null,\""tags\"":[]}"",""confidence"":0.85,""claim_type"":""fact"",""status"":""active"",""review_status"":""accepted"",""supersedes_claim_id"":null,""created_at"":""2026-05-03T17:43:34.661Z""}"
