snapshot_json
"{""artifact_id"":""artifact-07de0a29-5d47-4288-bcfc-3e3b8afada6b"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-13T21:45:54.864Z"",""status_changed_by"":""d2b6a316-08c5-47cf-9bf7-4ba50311d5a2"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-13T21:45:54.864Z""}"
"{""artifact_id"":""artifact-98a810ab-fb19-4f60-a7a2-c9df696c0191"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-13T21:23:39.827Z"",""status_changed_by"":""d2b6a316-08c5-47cf-9bf7-4ba50311d5a2"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-13T21:23:39.827Z""}"
"{""artifact_id"":""artifact-65ef943d-2814-46de-94fe-8460db74f1c7"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T12:44:09.857Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T12:44:09.857Z""}"
"{""artifact_id"":""artifact-63a1006a-ebc2-4780-ab59-b59dfa8c85a1"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T12:40:29.379Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T12:40:29.379Z""}"
"{""artifact_id"":""artifact-b9495200-59d6-455e-872f-26a8f93ad577"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T12:38:00.434Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T12:38:00.434Z""}"
"{""artifact_id"":""artifact-6e0c746a-fad4-4bc2-9c23-6cd00d124153"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T12:32:07.854Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T12:32:07.854Z""}"
"{""artifact_id"":""artifact-8efe9596-658a-4289-9470-34c48a47a110"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T12:23:18.829Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T12:23:18.829Z""}"
"{""artifact_id"":""artifact-1754ad0f-9c10-4060-94da-34e737b091b1"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T08:58:55.192Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T08:58:55.192Z""}"
"{""artifact_id"":""artifact-69ab4418-9998-4dff-ae22-c6c7e4eccc91"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T08:57:56.075Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T08:57:56.075Z""}"
"{""artifact_id"":""artifact-80b8395e-c035-4571-b24d-89e4594a2e57"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T08:56:56.950Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T08:56:56.950Z""}"
"{""artifact_id"":""artifact-7ff88117-d453-4662-aa2f-144cccd1c772"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T07:42:48.704Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T07:42:48.704Z""}"
"{""artifact_id"":""artifact-769e3907-c565-4a7d-86bf-f42325ed015f"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T07:41:52.792Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T07:41:52.792Z""}"
"{""artifact_id"":""artifact-1d80ab36-36e8-4bd5-9792-80dd9d277d2e"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T07:40:46.499Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T07:40:46.499Z""}"
"{""artifact_id"":""artifact-5d9e2fe3-8f04-4039-8200-35a40226f220"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T07:39:46.294Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T07:39:46.294Z""}"
"{""artifact_id"":""artifact-8761bff6-220c-478d-9f28-f48a49e78def"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T07:09:59.694Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T07:09:59.694Z""}"
"{""artifact_id"":""artifact-45d98502-d0fe-4b97-8842-06816fe103d7"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T07:09:15.246Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T07:09:15.246Z""}"
"{""artifact_id"":""artifact-35a6266e-443f-464a-9e8f-83c4c0d95323"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T07:08:16.803Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T07:08:16.803Z""}"
"{""artifact_id"":""artifact-da1f364f-835b-44c3-9406-45f365daef2e"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T07:00:45.316Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T07:00:45.316Z""}"
"{""artifact_id"":""artifact-5be44dac-59a8-4f10-af78-a8c92d406019"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T05:29:42.376Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T05:29:42.376Z""}"
"{""artifact_id"":""artifact-81d52283-dc37-4780-a1d6-a87c30f778ed"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T05:28:18.572Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T05:28:18.572Z""}"
"{""artifact_id"":""artifact-7e954e40-0fb3-4430-bad7-f3e5c9a31a24"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T05:25:57.330Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T05:25:57.330Z""}"
"{""artifact_id"":""artifact-ec381d45-75ec-4500-b2e2-237ac7124303"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T05:23:40.915Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T05:23:40.915Z""}"
"{""artifact_id"":""artifact-494b9728-1a2f-4058-8779-529cdbfa31e7"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T05:21:56.932Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T05:21:56.932Z""}"
"{""artifact_id"":""artifact-e2e43241-5ca8-40f6-bbef-dd7625ec8e91"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T05:19:18.983Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T05:19:18.983Z""}"
"{""artifact_id"":""artifact-52488b16-b04f-4a8f-90ff-228abd9b0d35"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-08T05:16:57.832Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-08T05:16:57.832Z""}"
"{""artifact_id"":""artifact-930ca3f2-e9bd-4070-b4aa-df2b9ee9f012"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-07T11:12:19.599Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-07T11:12:19.599Z""}"
"{""artifact_id"":""artifact-706f3fc7-05b7-4da9-b31a-47ac5f3df9f1"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-07T10:54:38.257Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-07T10:54:38.257Z""}"
"{""artifact_id"":""artifact-88d374e8-a868-4cb2-9db6-a204d0bfbf81"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-07T10:47:39.873Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-07T10:47:39.873Z""}"
"{""artifact_id"":""artifact-bac4b26b-b071-4c03-b813-8dfdebdf0dee"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-07T10:36:43.355Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-07T10:36:43.355Z""}"
"{""artifact_id"":""artifact-6f56477e-fde6-4321-b1c9-0f9ec71d4445"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-07T10:33:37.228Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-07T10:33:37.228Z""}"
"{""artifact_id"":""artifact-4fbc30bb-ff8d-4984-8c56-b781859ff495"",""organization_id"":""dbr77"",""status"":""draft"",""status_changed_at"":""2026-08-07T06:51:03.525Z"",""status_changed_by"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""status_reason"":null,""history_json"":[],""updated_at"":""2026-08-07T06:51:03.525Z""}"
