snapshot_json
"{""id"":""3f0a457b-a219-4156-b87b-ce978e83c90a"",""user_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""organization_id"":""dbr77"",""title"":""Q2 Delivery Recovery Plan"",""body"":""Showcase map for execution planning, KPI artifacts and constraint links."",""tags"":""[\""showcase\"",\""delivery\"",\""execution\""]"",""source_type"":""manual"",""source_conversation_id"":null,""source_message_id"":null,""created_at"":""2026-03-15T06:08:58.634Z"",""updated_at"":""2026-03-15T06:08:58.634Z"",""seed_text"":null,""stage"":""framing"",""ai_expansion"":null,""research_data"":""[]"",""creative_proposals"":""[]"",""summary_data"":null,""potential"":null,""complexity"":null,""promoted_to"":null,""promoted_entity_id"":null,""area"":""strategy"",""priority"":50,""branch"":""mindmap"",""action_contract_json"":""{}"",""source_pack_json"":""{}"",""evidence_refs_json"":""[]"",""folder_id"":null,""is_favorite"":0,""last_opened_at"":null,""confidentiality"":""standard"",""maturity_gates_json"":""{}""}"
"{""id"":""c937a13c-70d1-4940-a837-db838a5a20ea"",""user_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""organization_id"":""dbr77"",""title"":""Market Expansion Decision"",""body"":""Showcase map for option comparison, evidence, risks and linked artifacts."",""tags"":""[\""showcase\"",\""strategy\"",\""growth\""]"",""source_type"":""manual"",""source_conversation_id"":null,""source_message_id"":null,""created_at"":""2026-03-15T06:08:58.634Z"",""updated_at"":""2026-03-15T06:08:58.634Z"",""seed_text"":null,""stage"":""framing"",""ai_expansion"":null,""research_data"":""[]"",""creative_proposals"":""[]"",""summary_data"":null,""potential"":null,""complexity"":null,""promoted_to"":null,""promoted_entity_id"":null,""area"":""strategy"",""priority"":50,""branch"":""mindmap"",""action_contract_json"":""{}"",""source_pack_json"":""{}"",""evidence_refs_json"":""[]"",""folder_id"":null,""is_favorite"":0,""last_opened_at"":null,""confidentiality"":""standard"",""maturity_gates_json"":""{}""}"
"{""id"":""946bd583-b11c-4595-99ee-49e80e11c151"",""user_id"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""organization_id"":""dbr77"",""title"":""QA Mindmap 1779094092688"",""body"":""QA mindmap checklist seed"",""tags"":""[\""qa\"",\""mindmap\""]"",""source_type"":null,""source_conversation_id"":null,""source_message_id"":null,""created_at"":""2026-05-18T06:48:13.172Z"",""updated_at"":""2026-05-18T06:48:13.172Z"",""seed_text"":null,""stage"":""seed"",""ai_expansion"":null,""research_data"":""[]"",""creative_proposals"":""[]"",""summary_data"":null,""potential"":null,""complexity"":null,""promoted_to"":null,""promoted_entity_id"":null,""area"":null,""priority"":50,""branch"":null,""action_contract_json"":""{}"",""source_pack_json"":""{}"",""evidence_refs_json"":""[]"",""folder_id"":null,""is_favorite"":0,""last_opened_at"":null,""confidentiality"":""standard"",""maturity_gates_json"":""{}""}"
"{""id"":""fb21e6a8-7d9f-4d44-b346-2a4ba33f7b0b"",""user_id"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""organization_id"":""dbr77"",""title"":""QA Mindmap 1779037146024"",""body"":""QA mindmap checklist seed"",""tags"":""[\""qa\"",\""mindmap\""]"",""source_type"":null,""source_conversation_id"":null,""source_message_id"":null,""created_at"":""2026-05-17T14:59:06.137Z"",""updated_at"":""2026-05-17T14:59:06.137Z"",""seed_text"":null,""stage"":""seed"",""ai_expansion"":null,""research_data"":""[]"",""creative_proposals"":""[]"",""summary_data"":null,""potential"":null,""complexity"":null,""promoted_to"":null,""promoted_entity_id"":null,""area"":null,""priority"":50,""branch"":null,""action_contract_json"":""{}"",""source_pack_json"":""{}"",""evidence_refs_json"":""[]"",""folder_id"":null,""is_favorite"":0,""last_opened_at"":null,""confidentiality"":""standard"",""maturity_gates_json"":""{}""}"
"{""id"":""2b47b38e-e614-4ae9-9302-ab3059c7c38d"",""user_id"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""organization_id"":""dbr77"",""title"":""QA Mindmap 1779034741119"",""body"":""QA mindmap checklist seed"",""tags"":""[\""qa\"",\""mindmap\""]"",""source_type"":null,""source_conversation_id"":null,""source_message_id"":null,""created_at"":""2026-05-17T14:19:01.215Z"",""updated_at"":""2026-05-17T14:19:01.215Z"",""seed_text"":null,""stage"":""seed"",""ai_expansion"":null,""research_data"":""[]"",""creative_proposals"":""[]"",""summary_data"":null,""potential"":null,""complexity"":null,""promoted_to"":null,""promoted_entity_id"":null,""area"":null,""priority"":50,""branch"":null,""action_contract_json"":""{}"",""source_pack_json"":""{}"",""evidence_refs_json"":""[]"",""folder_id"":null,""is_favorite"":0,""last_opened_at"":null,""confidentiality"":""standard"",""maturity_gates_json"":""{}""}"
"{""id"":""38ef453e-a738-4b87-a6d9-2086906c0501"",""user_id"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""organization_id"":""dbr77"",""title"":""QA Mindmap 1779093719253"",""body"":""QA mindmap checklist seed"",""tags"":""[\""qa\"",\""mindmap\""]"",""source_type"":null,""source_conversation_id"":null,""source_message_id"":null,""created_at"":""2026-05-18T06:41:59.385Z"",""updated_at"":""2026-05-18T06:41:59.385Z"",""seed_text"":null,""stage"":""seed"",""ai_expansion"":null,""research_data"":""[]"",""creative_proposals"":""[]"",""summary_data"":null,""potential"":null,""complexity"":null,""promoted_to"":null,""promoted_entity_id"":null,""area"":null,""priority"":50,""branch"":null,""action_contract_json"":""{}"",""source_pack_json"":""{}"",""evidence_refs_json"":""[]"",""folder_id"":null,""is_favorite"":0,""last_opened_at"":null,""confidentiality"":""standard"",""maturity_gates_json"":""{}""}"
"{""id"":""45f4c127-88ea-4ea6-bb3f-ff74d9323aca"",""user_id"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""organization_id"":""dbr77"",""title"":""QA Mindmap 1779036914822"",""body"":""QA mindmap checklist seed"",""tags"":""[\""qa\"",\""mindmap\""]"",""source_type"":null,""source_conversation_id"":null,""source_message_id"":null,""created_at"":""2026-05-17T14:55:15.254Z"",""updated_at"":""2026-05-17T14:55:15.254Z"",""seed_text"":null,""stage"":""seed"",""ai_expansion"":null,""research_data"":""[]"",""creative_proposals"":""[]"",""summary_data"":null,""potential"":null,""complexity"":null,""promoted_to"":null,""promoted_entity_id"":null,""area"":null,""priority"":50,""branch"":null,""action_contract_json"":""{}"",""source_pack_json"":""{}"",""evidence_refs_json"":""[]"",""folder_id"":null,""is_favorite"":0,""last_opened_at"":null,""confidentiality"":""standard"",""maturity_gates_json"":""{}""}"
"{""id"":""ee408ba4-d534-4b2e-ba6a-ccf29646728d"",""user_id"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""organization_id"":""dbr77"",""title"":""QA Mindmap 1779037627464"",""body"":""QA mindmap checklist seed"",""tags"":""[\""qa\"",\""mindmap\""]"",""source_type"":null,""source_conversation_id"":null,""source_message_id"":null,""created_at"":""2026-05-17T15:07:07.550Z"",""updated_at"":""2026-05-17T15:07:07.550Z"",""seed_text"":null,""stage"":""seed"",""ai_expansion"":null,""research_data"":""[]"",""creative_proposals"":""[]"",""summary_data"":null,""potential"":null,""complexity"":null,""promoted_to"":null,""promoted_entity_id"":null,""area"":null,""priority"":50,""branch"":null,""action_contract_json"":""{}"",""source_pack_json"":""{}"",""evidence_refs_json"":""[]"",""folder_id"":null,""is_favorite"":0,""last_opened_at"":null,""confidentiality"":""standard"",""maturity_gates_json"":""{}""}"
"{""id"":""a1eec13e-a064-45e8-bf23-a35fb66c49ef"",""user_id"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""organization_id"":""dbr77"",""title"":""QA Mindmap 1779036651922"",""body"":""QA mindmap checklist seed"",""tags"":""[\""qa\"",\""mindmap\""]"",""source_type"":null,""source_conversation_id"":null,""source_message_id"":null,""created_at"":""2026-05-17T14:50:52.205Z"",""updated_at"":""2026-05-17T14:50:52.205Z"",""seed_text"":null,""stage"":""seed"",""ai_expansion"":null,""research_data"":""[]"",""creative_proposals"":""[]"",""summary_data"":null,""potential"":null,""complexity"":null,""promoted_to"":null,""promoted_entity_id"":null,""area"":null,""priority"":50,""branch"":null,""action_contract_json"":""{}"",""source_pack_json"":""{}"",""evidence_refs_json"":""[]"",""folder_id"":null,""is_favorite"":0,""last_opened_at"":null,""confidentiality"":""standard"",""maturity_gates_json"":""{}""}"
"{""id"":""0e10907c-53ab-4109-984e-109ad7b140ac"",""user_id"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""organization_id"":""dbr77"",""title"":""QA Mindmap 1779037568163"",""body"":""QA mindmap checklist seed"",""tags"":""[\""qa\"",\""mindmap\""]"",""source_type"":null,""source_conversation_id"":null,""source_message_id"":null,""created_at"":""2026-05-17T15:06:08.259Z"",""updated_at"":""2026-05-17T15:06:08.259Z"",""seed_text"":null,""stage"":""seed"",""ai_expansion"":null,""research_data"":""[]"",""creative_proposals"":""[]"",""summary_data"":null,""potential"":null,""complexity"":null,""promoted_to"":null,""promoted_entity_id"":null,""area"":null,""priority"":50,""branch"":null,""action_contract_json"":""{}"",""source_pack_json"":""{}"",""evidence_refs_json"":""[]"",""folder_id"":null,""is_favorite"":0,""last_opened_at"":null,""confidentiality"":""standard"",""maturity_gates_json"":""{}""}"
"{""id"":""97c71e3d-e27d-43a6-8b68-b4181ea5a9ad"",""user_id"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""organization_id"":""dbr77"",""title"":""QA Mindmap 1779035053512"",""body"":""QA mindmap checklist seed"",""tags"":""[\""qa\"",\""mindmap\""]"",""source_type"":null,""source_conversation_id"":null,""source_message_id"":null,""created_at"":""2026-05-17T14:24:13.597Z"",""updated_at"":""2026-05-17T14:24:13.597Z"",""seed_text"":null,""stage"":""seed"",""ai_expansion"":null,""research_data"":""[]"",""creative_proposals"":""[]"",""summary_data"":null,""potential"":null,""complexity"":null,""promoted_to"":null,""promoted_entity_id"":null,""area"":null,""priority"":50,""branch"":null,""action_contract_json"":""{}"",""source_pack_json"":""{}"",""evidence_refs_json"":""[]"",""folder_id"":null,""is_favorite"":0,""last_opened_at"":null,""confidentiality"":""standard"",""maturity_gates_json"":""{}""}"
"{""id"":""a7c27ede-9938-4fb4-a721-ca819a133ef5"",""user_id"":""3ef1b819-31f6-40a3-a77a-47d2a4436fbb"",""organization_id"":""dbr77"",""title"":""QA Mindmap 1779037393122"",""body"":""QA mindmap checklist seed"",""tags"":""[\""qa\"",\""mindmap\""]"",""source_type"":null,""source_conversation_id"":null,""source_message_id"":null,""created_at"":""2026-05-17T15:03:13.220Z"",""updated_at"":""2026-05-17T15:03:13.220Z"",""seed_text"":null,""stage"":""seed"",""ai_expansion"":null,""research_data"":""[]"",""creative_proposals"":""[]"",""summary_data"":null,""potential"":null,""complexity"":null,""promoted_to"":null,""promoted_entity_id"":null,""area"":null,""priority"":50,""branch"":null,""action_contract_json"":""{}"",""source_pack_json"":""{}"",""evidence_refs_json"":""[]"",""folder_id"":null,""is_favorite"":0,""last_opened_at"":null,""confidentiality"":""standard"",""maturity_gates_json"":""{}""}"
