snapshot_json
"{""id"":""5cd13199-b44e-472e-a071-585b2296f2d0"",""organization_id"":""dbr77"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""initiative_id"":null,""task_id"":null,""title"":""Zatwierdzenie budżetu Q2 — Cloud Migration"",""type"":""BUDGET"",""decision_maker_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""created_by"":""29262ed1-8017-4db2-9ef1-1e258ed71bdc"",""status"":""escalated"",""options"":""[]"",""criteria"":null,""deadline"":""2026-04-06T02:50:31.915Z"",""escalation_deadline"":null,""selected_option"":null,""decision_rationale"":null,""decided_at"":null,""source_type"":null,""source_id"":null,""created_at"":""2026-04-03T02:50:31.915Z"",""updated_at"":""2026-08-13T16:35:40.704Z"",""workflow_status"":""proposed"",""playbook_id"":null,""required_fields_status"":""incomplete"",""priority"":""HIGH"",""assigned_to"":null,""description"":null,""impact"":null,""escalation_level"":""red"",""pmo_domain"":null,""required"":""[]"",""decision_owner_id"":null,""context_type"":null,""context_id"":null,""escalated_to"":null,""ai_generated_sections"":null,""alternatives"":null,""risk_impact"":null,""consequences_of_inaction"":null,""recommendation"":null,""assumptions"":null,""idempotency_key"":null,""version"":1,""decided_by"":null}"
"{""id"":""c1c8cac3-7ebe-4934-8732-a3bb8d6786aa"",""organization_id"":""dbr77"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""initiative_id"":null,""task_id"":null,""title"":""Budżet szkoleniowy — program upskilling"",""type"":""BUDGET"",""decision_maker_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""created_by"":""29262ed1-8017-4db2-9ef1-1e258ed71bdc"",""status"":""REJECTED"",""options"":""[]"",""criteria"":null,""deadline"":""2026-04-01T02:50:32.640Z"",""escalation_deadline"":null,""selected_option"":null,""decision_rationale"":null,""decided_at"":null,""source_type"":null,""source_id"":null,""created_at"":""2026-03-29T02:50:32.640Z"",""updated_at"":""2026-08-13T16:35:40.737Z"",""workflow_status"":""proposed"",""playbook_id"":null,""required_fields_status"":""incomplete"",""priority"":""MEDIUM"",""assigned_to"":null,""description"":null,""impact"":null,""escalation_level"":""red"",""pmo_domain"":null,""required"":""[]"",""decision_owner_id"":null,""context_type"":null,""context_id"":null,""escalated_to"":null,""ai_generated_sections"":null,""alternatives"":null,""risk_impact"":null,""consequences_of_inaction"":null,""recommendation"":null,""assumptions"":null,""idempotency_key"":null,""version"":1,""decided_by"":null}"
"{""id"":""12682911-847c-48d4-b6f4-012439c74b4f"",""organization_id"":""dbr77"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""initiative_id"":null,""task_id"":null,""title"":""Zatrudnienie 2 senior cloud engineers"",""type"":""HIRING"",""decision_maker_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""created_by"":""025ae9d5-b9c4-4b0e-8e1f-d720c17881ff"",""status"":""escalated"",""options"":""[]"",""criteria"":null,""deadline"":""2026-04-14T02:50:32.483Z"",""escalation_deadline"":null,""selected_option"":null,""decision_rationale"":null,""decided_at"":null,""source_type"":null,""source_id"":null,""created_at"":""2026-04-01T02:50:32.483Z"",""updated_at"":""2026-08-13T16:35:40.710Z"",""workflow_status"":""proposed"",""playbook_id"":null,""required_fields_status"":""incomplete"",""priority"":""HIGH"",""assigned_to"":null,""description"":null,""impact"":null,""escalation_level"":""red"",""pmo_domain"":null,""required"":""[]"",""decision_owner_id"":null,""context_type"":null,""context_id"":null,""escalated_to"":null,""ai_generated_sections"":null,""alternatives"":null,""risk_impact"":null,""consequences_of_inaction"":null,""recommendation"":null,""assumptions"":null,""idempotency_key"":null,""version"":1,""decided_by"":null}"
"{""id"":""ce6d80a7-047a-42dd-8230-6c086581d3cf"",""organization_id"":""dbr77"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""initiative_id"":null,""task_id"":null,""title"":""Przedłużenie deadline GDPR remediation"",""type"":""COMPLIANCE"",""decision_maker_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""created_by"":""eb79c7f2-01f6-4b70-b0c0-c612da9cd549"",""status"":""ESCALATED"",""options"":""[]"",""criteria"":null,""deadline"":""2026-04-04T02:50:32.515Z"",""escalation_deadline"":null,""selected_option"":null,""decision_rationale"":null,""decided_at"":null,""source_type"":null,""source_id"":null,""created_at"":""2026-04-01T02:50:32.515Z"",""updated_at"":""2026-08-13T16:35:40.704Z"",""workflow_status"":""proposed"",""playbook_id"":null,""required_fields_status"":""incomplete"",""priority"":""CRITICAL"",""assigned_to"":null,""description"":null,""impact"":null,""escalation_level"":""red"",""pmo_domain"":null,""required"":""[]"",""decision_owner_id"":null,""context_type"":null,""context_id"":null,""escalated_to"":null,""ai_generated_sections"":null,""alternatives"":null,""risk_impact"":null,""consequences_of_inaction"":null,""recommendation"":null,""assumptions"":null,""idempotency_key"":null,""version"":1,""decided_by"":null}"
"{""id"":""dd76d480-d3b1-439c-8b8a-0f24b9321c32"",""organization_id"":""dbr77"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""initiative_id"":null,""task_id"":null,""title"":""Go/No-Go — Data Platform MVP"",""type"":""GO_NO_GO"",""decision_maker_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""created_by"":""4cfeae1e-0237-4d48-8755-e1d4669b93d3"",""status"":""escalated"",""options"":""[]"",""criteria"":null,""deadline"":""2026-04-12T02:50:31.980Z"",""escalation_deadline"":null,""selected_option"":null,""decision_rationale"":null,""decided_at"":null,""source_type"":null,""source_id"":null,""created_at"":""2026-04-03T02:50:31.980Z"",""updated_at"":""2026-08-13T16:35:40.704Z"",""workflow_status"":""proposed"",""playbook_id"":null,""required_fields_status"":""incomplete"",""priority"":""HIGH"",""assigned_to"":null,""description"":null,""impact"":null,""escalation_level"":""red"",""pmo_domain"":null,""required"":""[]"",""decision_owner_id"":null,""context_type"":null,""context_id"":null,""escalated_to"":null,""ai_generated_sections"":null,""alternatives"":null,""risk_impact"":null,""consequences_of_inaction"":null,""recommendation"":null,""assumptions"":null,""idempotency_key"":null,""version"":1,""decided_by"":null}"
"{""id"":""a37a359f-26a1-4da9-a537-cacdb38b91cc"",""organization_id"":""dbr77"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""initiative_id"":null,""task_id"":null,""title"":""Zmiana dostawcy RPA: UiPath → Automation Anywhere"",""type"":""VENDOR"",""decision_maker_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""created_by"":""025ae9d5-b9c4-4b0e-8e1f-d720c17881ff"",""status"":""escalated"",""options"":""[]"",""criteria"":null,""deadline"":""2026-04-07T02:50:32.451Z"",""escalation_deadline"":null,""selected_option"":null,""decision_rationale"":null,""decided_at"":null,""source_type"":null,""source_id"":null,""created_at"":""2026-04-04T02:50:32.451Z"",""updated_at"":""2026-08-13T16:35:40.704Z"",""workflow_status"":""proposed"",""playbook_id"":null,""required_fields_status"":""incomplete"",""priority"":""MEDIUM"",""assigned_to"":null,""description"":null,""impact"":null,""escalation_level"":""red"",""pmo_domain"":null,""required"":""[]"",""decision_owner_id"":null,""context_type"":null,""context_id"":null,""escalated_to"":null,""ai_generated_sections"":null,""alternatives"":null,""risk_impact"":null,""consequences_of_inaction"":null,""recommendation"":null,""assumptions"":null,""idempotency_key"":null,""version"":1,""decided_by"":null}"
"{""id"":""ec425792-3ee8-48e8-98dc-41076a730d0b"",""organization_id"":""dbr77"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""initiative_id"":null,""task_id"":null,""title"":""Rozszerzenie zakresu Security Hardening"",""type"":""SCOPE"",""decision_maker_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""created_by"":""d38cf7f5-fc74-40c5-a5ec-86532f8c72e4"",""status"":""escalated"",""options"":""[]"",""criteria"":null,""deadline"":""2026-04-11T02:50:32.119Z"",""escalation_deadline"":null,""selected_option"":null,""decision_rationale"":null,""decided_at"":null,""source_type"":null,""source_id"":null,""created_at"":""2026-04-04T02:50:32.119Z"",""updated_at"":""2026-08-13T16:35:40.704Z"",""workflow_status"":""proposed"",""playbook_id"":null,""required_fields_status"":""incomplete"",""priority"":""CRITICAL"",""assigned_to"":null,""description"":null,""impact"":null,""escalation_level"":""red"",""pmo_domain"":null,""required"":""[]"",""decision_owner_id"":null,""context_type"":null,""context_id"":null,""escalated_to"":null,""ai_generated_sections"":null,""alternatives"":null,""risk_impact"":null,""consequences_of_inaction"":null,""recommendation"":null,""assumptions"":null,""idempotency_key"":null,""version"":1,""decided_by"":null}"
"{""id"":""ff916b26-3396-4842-a590-ff97eb8d946d"",""organization_id"":""dbr77"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""initiative_id"":null,""task_id"":null,""title"":""Wybór narzędzia CI/CD"",""type"":""TECHNOLOGY"",""decision_maker_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""created_by"":""025ae9d5-b9c4-4b0e-8e1f-d720c17881ff"",""status"":""APPROVED"",""options"":""[]"",""criteria"":null,""deadline"":""2026-03-28T03:50:32.673Z"",""escalation_deadline"":null,""selected_option"":null,""decision_rationale"":null,""decided_at"":null,""source_type"":null,""source_id"":null,""created_at"":""2026-03-25T03:50:32.673Z"",""updated_at"":""2026-08-13T16:35:40.761Z"",""workflow_status"":""proposed"",""playbook_id"":null,""required_fields_status"":""incomplete"",""priority"":""MEDIUM"",""assigned_to"":null,""description"":null,""impact"":null,""escalation_level"":""red"",""pmo_domain"":null,""required"":""[]"",""decision_owner_id"":null,""context_type"":null,""context_id"":null,""escalated_to"":null,""ai_generated_sections"":null,""alternatives"":null,""risk_impact"":null,""consequences_of_inaction"":null,""recommendation"":null,""assumptions"":null,""idempotency_key"":null,""version"":1,""decided_by"":null}"
"{""id"":""ad544506-cd18-4c11-afc6-6d5c6e33009c"",""organization_id"":""dbr77"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""initiative_id"":null,""task_id"":null,""title"":""Customer Portal — React vs Angular"",""type"":""TECHNOLOGY"",""decision_maker_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""created_by"":""d38cf7f5-fc74-40c5-a5ec-86532f8c72e4"",""status"":""APPROVED"",""options"":""[]"",""criteria"":null,""deadline"":""2026-03-20T03:50:32.576Z"",""escalation_deadline"":null,""selected_option"":null,""decision_rationale"":null,""decided_at"":null,""source_type"":null,""source_id"":null,""created_at"":""2026-03-17T03:50:32.576Z"",""updated_at"":""2026-08-13T16:35:40.761Z"",""workflow_status"":""proposed"",""playbook_id"":null,""required_fields_status"":""incomplete"",""priority"":""MEDIUM"",""assigned_to"":null,""description"":null,""impact"":null,""escalation_level"":""red"",""pmo_domain"":null,""required"":""[]"",""decision_owner_id"":null,""context_type"":null,""context_id"":null,""escalated_to"":null,""ai_generated_sections"":null,""alternatives"":null,""risk_impact"":null,""consequences_of_inaction"":null,""recommendation"":null,""assumptions"":null,""idempotency_key"":null,""version"":1,""decided_by"":null}"
"{""id"":""ed9f6dbc-70bb-41ad-9ff0-e5170cf35a99"",""organization_id"":""dbr77"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""initiative_id"":null,""task_id"":null,""title"":""Architektura ZeroTrust — podejście"",""type"":""ARCHITECTURE"",""decision_maker_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""created_by"":""4cfeae1e-0237-4d48-8755-e1d4669b93d3"",""status"":""APPROVED"",""options"":""[]"",""criteria"":null,""deadline"":""2026-03-25T03:50:32.548Z"",""escalation_deadline"":null,""selected_option"":null,""decision_rationale"":null,""decided_at"":null,""source_type"":null,""source_id"":null,""created_at"":""2026-03-22T03:50:32.548Z"",""updated_at"":""2026-08-13T16:35:40.761Z"",""workflow_status"":""proposed"",""playbook_id"":null,""required_fields_status"":""incomplete"",""priority"":""CRITICAL"",""assigned_to"":null,""description"":null,""impact"":null,""escalation_level"":""red"",""pmo_domain"":null,""required"":""[]"",""decision_owner_id"":null,""context_type"":null,""context_id"":null,""escalated_to"":null,""ai_generated_sections"":null,""alternatives"":null,""risk_impact"":null,""consequences_of_inaction"":null,""recommendation"":null,""assumptions"":null,""idempotency_key"":null,""version"":1,""decided_by"":null}"
"{""id"":""728f62da-7d44-4e45-b331-5e3e859405a8"",""organization_id"":""dbr77"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""initiative_id"":null,""task_id"":null,""title"":""Redukcja zakresu Legacy Decommission"",""type"":""SCOPE"",""decision_maker_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""created_by"":""4cfeae1e-0237-4d48-8755-e1d4669b93d3"",""status"":""APPROVED"",""options"":""[]"",""criteria"":null,""deadline"":""2026-03-30T02:50:32.609Z"",""escalation_deadline"":null,""selected_option"":null,""decision_rationale"":null,""decided_at"":null,""source_type"":null,""source_id"":null,""created_at"":""2026-03-27T03:50:32.609Z"",""updated_at"":""2026-08-13T16:35:40.760Z"",""workflow_status"":""proposed"",""playbook_id"":null,""required_fields_status"":""incomplete"",""priority"":""LOW"",""assigned_to"":null,""description"":null,""impact"":null,""escalation_level"":""red"",""pmo_domain"":null,""required"":""[]"",""decision_owner_id"":null,""context_type"":null,""context_id"":null,""escalated_to"":null,""ai_generated_sections"":null,""alternatives"":null,""risk_impact"":null,""consequences_of_inaction"":null,""recommendation"":null,""assumptions"":null,""idempotency_key"":null,""version"":1,""decided_by"":null}"
"{""id"":""93736e7b-798e-4d94-9eaf-54c87cdef77f"",""organization_id"":""dbr77"",""project_id"":""6d8ae9ba-3840-46ea-9068-10cdf55d5a76"",""initiative_id"":null,""task_id"":null,""title"":""Wybór dostawcy SAP — partner integracyjny"",""type"":""VENDOR"",""decision_maker_id"":""bf0f01a2-9ada-4cb8-a331-4dce1930e4f3"",""created_by"":""5bdb3753-88fd-47c2-abe9-7c290b74af65"",""status"":""escalated"",""options"":""[]"",""criteria"":null,""deadline"":""2026-04-08T02:50:31.950Z"",""escalation_deadline"":null,""selected_option"":null,""decision_rationale"":null,""decided_at"":null,""source_type"":null,""source_id"":null,""created_at"":""2026-04-05T02:50:31.951Z"",""updated_at"":""2026-08-13T16:35:40.704Z"",""workflow_status"":""proposed"",""playbook_id"":null,""required_fields_status"":""incomplete"",""priority"":""HIGH"",""assigned_to"":null,""description"":null,""impact"":null,""escalation_level"":""red"",""pmo_domain"":null,""required"":""[]"",""decision_owner_id"":null,""context_type"":null,""context_id"":null,""escalated_to"":null,""ai_generated_sections"":null,""alternatives"":null,""risk_impact"":null,""consequences_of_inaction"":null,""recommendation"":null,""assumptions"":null,""idempotency_key"":null,""version"":1,""decided_by"":null}"
