snapshot_json
"{""policy_id"":""a06-t01-policy:dbr77:all:transformation:final_outputs:publish"",""organization_id"":""dbr77"",""project_id"":null,""consumer_class"":""execution"",""tool_id"":""a06-t01:dbr77:transformation:final_outputs:publish"",""allowed"":1,""approval_override"":""force_policy_gate"",""max_invocations_per_run"":64,""effective_from"":""2026-08-08 13:01:53.222504+00"",""effective_until"":null,""created_at"":""2026-08-08 13:01:53.222504+00"",""updated_at"":""2026-08-08 13:01:53.222504+00""}"
"{""policy_id"":""a06-t01-policy:dbr77:all:transformation:gate:sustainability_review:accept"",""organization_id"":""dbr77"",""project_id"":null,""consumer_class"":""execution"",""tool_id"":""a06-t01:dbr77:transformation:gate:sustainability_review:accept"",""allowed"":1,""approval_override"":""force_policy_gate"",""max_invocations_per_run"":64,""effective_from"":""2026-08-08 13:01:53.222504+00"",""effective_until"":null,""created_at"":""2026-08-08 13:01:53.222504+00"",""updated_at"":""2026-08-08 13:01:53.222504+00""}"
"{""policy_id"":""a06-t01-policy:dbr77:all:transformation:gate:benefits_review:accept"",""organization_id"":""dbr77"",""project_id"":null,""consumer_class"":""execution"",""tool_id"":""a06-t01:dbr77:transformation:gate:benefits_review:accept"",""allowed"":1,""approval_override"":""force_policy_gate"",""max_invocations_per_run"":64,""effective_from"":""2026-08-08 13:01:53.222504+00"",""effective_until"":null,""created_at"":""2026-08-08 13:01:53.222504+00"",""updated_at"":""2026-08-08 13:01:53.222504+00""}"
"{""policy_id"":""a06-t01-policy:dbr77:all:transformation:gate:delivery_handoff:accept"",""organization_id"":""dbr77"",""project_id"":null,""consumer_class"":""execution"",""tool_id"":""a06-t01:dbr77:transformation:gate:delivery_handoff:accept"",""allowed"":1,""approval_override"":""force_policy_gate"",""max_invocations_per_run"":64,""effective_from"":""2026-08-08 13:01:53.222504+00"",""effective_until"":null,""created_at"":""2026-08-08 13:01:53.222504+00"",""updated_at"":""2026-08-08 13:01:53.222504+00""}"
"{""policy_id"":""a06-t01-policy:dbr77:all:transformation:gate:execution_results:accept"",""organization_id"":""dbr77"",""project_id"":null,""consumer_class"":""execution"",""tool_id"":""a06-t01:dbr77:transformation:gate:execution_results:accept"",""allowed"":1,""approval_override"":""force_policy_gate"",""max_invocations_per_run"":64,""effective_from"":""2026-08-08 13:01:53.222504+00"",""effective_until"":null,""created_at"":""2026-08-08 13:01:53.222504+00"",""updated_at"":""2026-08-08 13:01:53.222504+00""}"
"{""policy_id"":""a06-t01-policy:dbr77:all:transformation:gate:execution_start:accept"",""organization_id"":""dbr77"",""project_id"":null,""consumer_class"":""execution"",""tool_id"":""a06-t01:dbr77:transformation:gate:execution_start:accept"",""allowed"":1,""approval_override"":""force_policy_gate"",""max_invocations_per_run"":64,""effective_from"":""2026-08-08 13:01:53.222504+00"",""effective_until"":null,""created_at"":""2026-08-08 13:01:53.222504+00"",""updated_at"":""2026-08-08 13:01:53.222504+00""}"
"{""policy_id"":""a06-t01-policy:dbr77:all:transformation:gate:mobilization_results:accept"",""organization_id"":""dbr77"",""project_id"":null,""consumer_class"":""execution"",""tool_id"":""a06-t01:dbr77:transformation:gate:mobilization_results:accept"",""allowed"":1,""approval_override"":""force_policy_gate"",""max_invocations_per_run"":64,""effective_from"":""2026-08-08 13:01:53.222504+00"",""effective_until"":null,""created_at"":""2026-08-08 13:01:53.222504+00"",""updated_at"":""2026-08-08 13:01:53.222504+00""}"
"{""policy_id"":""a06-t01-policy:dbr77:all:transformation:gate:portfolio_decision_results:accept"",""organization_id"":""dbr77"",""project_id"":null,""consumer_class"":""execution"",""tool_id"":""a06-t01:dbr77:transformation:gate:portfolio_decision_results:accept"",""allowed"":1,""approval_override"":""force_policy_gate"",""max_invocations_per_run"":64,""effective_from"":""2026-08-08 13:01:53.222504+00"",""effective_until"":null,""created_at"":""2026-08-08 13:01:53.222504+00"",""updated_at"":""2026-08-08 13:01:53.222504+00""}"
"{""policy_id"":""a06-t01-policy:dbr77:all:transformation:gate:finance_kpi_results:accept"",""organization_id"":""dbr77"",""project_id"":null,""consumer_class"":""execution"",""tool_id"":""a06-t01:dbr77:transformation:gate:finance_kpi_results:accept"",""allowed"":1,""approval_override"":""force_policy_gate"",""max_invocations_per_run"":64,""effective_from"":""2026-08-08 13:01:53.222504+00"",""effective_until"":null,""created_at"":""2026-08-08 13:01:53.222504+00"",""updated_at"":""2026-08-08 13:01:53.222504+00""}"
"{""policy_id"":""a06-t01-policy:dbr77:all:transformation:gate:initiative_results:accept"",""organization_id"":""dbr77"",""project_id"":null,""consumer_class"":""execution"",""tool_id"":""a06-t01:dbr77:transformation:gate:initiative_results:accept"",""allowed"":1,""approval_override"":""force_policy_gate"",""max_invocations_per_run"":64,""effective_from"":""2026-08-08 13:01:53.222504+00"",""effective_until"":null,""created_at"":""2026-08-08 13:01:53.222504+00"",""updated_at"":""2026-08-08 13:01:53.222504+00""}"
"{""policy_id"":""a06-t01-policy:dbr77:all:transformation:mobilization:materialize"",""organization_id"":""dbr77"",""project_id"":null,""consumer_class"":""execution"",""tool_id"":""a06-t01:dbr77:transformation:mobilization:materialize"",""allowed"":1,""approval_override"":""force_policy_gate"",""max_invocations_per_run"":64,""effective_from"":""2026-08-08 13:01:53.222504+00"",""effective_until"":null,""created_at"":""2026-08-08 13:01:53.222504+00"",""updated_at"":""2026-08-08 13:01:53.222504+00""}"
"{""policy_id"":""a06-t01-policy:dbr77:all:transformation:portfolio_decision:materialize"",""organization_id"":""dbr77"",""project_id"":null,""consumer_class"":""execution"",""tool_id"":""a06-t01:dbr77:transformation:portfolio_decision:materialize"",""allowed"":1,""approval_override"":""force_policy_gate"",""max_invocations_per_run"":64,""effective_from"":""2026-08-08 13:01:53.222504+00"",""effective_until"":null,""created_at"":""2026-08-08 13:01:53.222504+00"",""updated_at"":""2026-08-08 13:01:53.222504+00""}"
"{""policy_id"":""a06-t01-policy:dbr77:all:transformation:finance_kpi:materialize"",""organization_id"":""dbr77"",""project_id"":null,""consumer_class"":""execution"",""tool_id"":""a06-t01:dbr77:transformation:finance_kpi:materialize"",""allowed"":1,""approval_override"":""force_policy_gate"",""max_invocations_per_run"":64,""effective_from"":""2026-08-08 13:01:53.222504+00"",""effective_until"":null,""created_at"":""2026-08-08 13:01:53.222504+00"",""updated_at"":""2026-08-08 13:01:53.222504+00""}"
"{""policy_id"":""a06-t01-policy:dbr77:all:transformation:initiative_candidate:materialize"",""organization_id"":""dbr77"",""project_id"":null,""consumer_class"":""execution"",""tool_id"":""a06-t01:dbr77:transformation:initiative_candidate:materialize"",""allowed"":1,""approval_override"":""force_policy_gate"",""max_invocations_per_run"":64,""effective_from"":""2026-08-08 13:01:53.222504+00"",""effective_until"":null,""created_at"":""2026-08-08 13:01:53.222504+00"",""updated_at"":""2026-08-08 13:01:53.222504+00""}"
"{""policy_id"":""a06-t01-policy:dbr77:all:transformation:drd:materialize"",""organization_id"":""dbr77"",""project_id"":null,""consumer_class"":""execution"",""tool_id"":""a06-t01:dbr77:transformation:drd:materialize"",""allowed"":1,""approval_override"":""force_policy_gate"",""max_invocations_per_run"":64,""effective_from"":""2026-08-08 13:01:53.222504+00"",""effective_until"":null,""created_at"":""2026-08-08 13:01:53.222504+00"",""updated_at"":""2026-08-08 13:01:53.222504+00""}"
