27	src/components/ReportBuilder/useReportBuilder.ts
23	src/components/DocumentStudio/DocumentStudioDocumentPanel.tsx
11	src/hooks/useReportSections.ts
10	src/components/Economics/FinanceHub.tsx
10	src/components/Initiatives/InitiativeDocumentView.tsx
9	src/components/DocumentStudio/DocumentStudioTemplateArchitectView.tsx
9	src/components/Presentations/PresentationTemplateArchitectView.tsx
6	src/components/PMO/StatusTransitionDropdown.tsx
3	src/components/InitiativeCard.tsx
3	src/components/ResultsVNext/okr/p7k/OkrReportPage.tsx
3	src/components/ResultsVNext/resultsVNextOwnerSampleData.ts
3	src/components/dashboard/DashboardOverview.tsx
3	src/components/dashboard/LiveDashboard.tsx
3	src/utils/initiativeHelpers.ts
2	src/components/AIChat/CanvasEditor/CanvasRichEditor.tsx
2	src/components/AIChat/WorkCanvasDocumentPanel.tsx
2	src/components/Initiatives/InitiativeDrawer.tsx
2	src/components/Initiatives/initiativeRegisterColumns.shared.ts
2	src/components/Portfolio/PortfolioListView.tsx
2	src/components/assessment/AssessmentHub.tsx
2	src/components/dashboard/DashboardExecutionSnapshot.tsx
1	src/components/AIChat/UnifiedChatPanel.tsx
1	src/components/DiscoveryTools/ToolDocumentView.tsx
1	src/components/Execution/ExecutionReportsSurface.tsx
1	src/components/Execution/ExecutionResourcesSurface.tsx
1	src/components/Execution/ExecutionWorkloadView.tsx
1	src/components/Finance/exportImport/FinanceExportImportPanel.tsx
1	src/components/Initiatives/InitiativeFullView.tsx
1	src/components/Initiatives/initiativesDemoData.ts
1	src/components/MyWork/IdeaProcessFlowTool.tsx
1	src/components/MyWork/IdeaTableTool.tsx
1	src/components/Presentations/DeckBuilder/DeckBuilder.tsx
1	src/components/shared/ModuleHub/index.ts
1	src/components/shared/PreviewPane/useDesktopPreviewOverlay.ts
1	src/components/ui/primitives/ErrorState.tsx
1	src/components/workspaces/FullStep5Workspace.tsx
1	src/contracts/initiatives-execution/legacyCompatibility.ts
