27	src/components/ReportBuilder/useReportBuilder.ts
23	src/components/DocumentStudio/DocumentStudioDocumentPanel.tsx
11	src/hooks/useReportSections.ts
10	src/components/Economics/FinanceHub.tsx
10	src/components/Initiatives/InitiativeDocumentView.tsx
9	src/components/DocumentStudio/DocumentStudioTemplateArchitectView.tsx
9	src/components/Presentations/PresentationTemplateArchitectView.tsx
6	src/components/PMO/StatusTransitionDropdown.tsx
3	src/components/AIChat/__tests__/UnifiedChatPanel.przewodyChat.test.tsx
3	src/components/Audit/method/__tests__/AuditsMethodHub.test.tsx
3	src/components/InitiativeCard.tsx
3	src/components/ResultsVNext/okr/p7k/OkrReportPage.tsx
3	src/components/ResultsVNext/resultsVNextOwnerSampleData.ts
3	src/components/dashboard/DashboardOverview.tsx
3	src/components/dashboard/LiveDashboard.tsx
3	src/utils/initiativeHelpers.ts
2	src/components/AIChat/CanvasEditor/CanvasRichEditor.tsx
2	src/components/AIChat/WorkCanvasDocumentPanel.tsx
2	src/components/Audit/method/__tests__/AuditsMethodHub.newAuditCta.test.tsx
2	src/components/Initiatives/InitiativeDrawer.tsx
2	src/components/Initiatives/initiativeRegisterColumns.shared.ts
2	src/components/Interview/__tests__/InterviewHub.jedenPanel.test.tsx
2	src/components/MyWork/Calendar/__tests__/CalendarSidebar.disconnectedCallout.test.tsx
2	src/components/Portfolio/PortfolioListView.tsx
2	src/components/assessment/AssessmentHub.tsx
2	src/components/dashboard/DashboardExecutionSnapshot.tsx
1	src/components/AIChat/UnifiedChatPanel.tsx
1	src/components/AIChat/__tests__/day374-canvasTooLong.i18n.test.tsx
1	src/components/Admin/__tests__/ChatV9FlagsIndicator.test.tsx
1	src/components/Audit/method/__tests__/AuditsMethodHub.menu3Generatory.test.tsx
1	src/components/DiscoveryTools/ToolDocumentView.tsx
1	src/components/Economics/__tests__/financeCanonicalMerge.test.ts
1	src/components/Execution/ExecutionReportsSurface.tsx
1	src/components/Execution/ExecutionResourcesSurface.tsx
1	src/components/Execution/ExecutionWorkloadView.tsx
1	src/components/Execution/__tests__/ExecutionSummaryOneLook.raidRisks.test.tsx
1	src/components/Finance/exportImport/FinanceExportImportPanel.tsx
1	src/components/Initiatives/InitiativeFullView.tsx
1	src/components/Initiatives/__tests__/TransitionInboxSurface.behavior.test.tsx
1	src/components/Initiatives/__tests__/day274-jedna-kolumnistyka.test.tsx
1	src/components/Initiatives/initiativesDemoData.ts
1	src/components/Initiatives/sections/__tests__/InitiativeTeamSection.aiProposalNames.test.tsx
1	src/components/Interview/__tests__/InterviewHub.smoke.test.tsx
1	src/components/MyWork/IdeaProcessFlowTool.tsx
1	src/components/MyWork/IdeaTableTool.tsx
1	src/components/MyWork/notebook/__tests__/notebookViewLensPredicates.test.ts
1	src/components/Presentations/DeckBuilder/DeckBuilder.tsx
1	src/components/ResultsVNext/roi/card/__tests__/roiCardPage.kartaN.test.tsx
1	src/components/shared/ModuleHub/index.ts
1	src/components/shared/PreviewPane/__tests__/useJedenPanel.test.tsx
1	src/components/shared/PreviewPane/useDesktopPreviewOverlay.ts
1	src/components/ui/primitives/ErrorState.tsx
1	src/components/workspaces/FullStep5Workspace.tsx
1	src/contracts/initiatives-execution/legacyCompatibility.ts
