1	0	server/src/routes/__tests__/cross-org-idor.test.ts	114	114	0	0	0	true
2	0	tests/integration/routes/integracja.p01.test.ts	71	71	0	0	0	true
3	0	server/src/routes/__tests__/document-studio-cross-org-idor.test.ts	38	38	0	0	0	true
4	0	server/src/routes/resultsVnext/__tests__/okrReview.routes.test.ts	27	27	0	0	0	true
5	0	server/src/routes/resultsVnext/__tests__/kpiDeviation.routes.test.ts	21	21	0	0	0	true
6	0	server/src/routes/v8/__tests__/sync.routes.test.ts	39	39	0	0	0	true
7	0	server/src/routes/v8/__tests__/results.routes.test.ts	63	63	0	0	0	true
8	0	tests/integration/services/artifactRegistryService.sqlite.integration.test.ts	19	19	0	0	0	true
9	0	tests/integration/routes/artifact-runs.routes.sqlite.integration.test.ts	8	8	0	0	0	true
10	0	server/src/routes/v8/__tests__/execution-control.routes.test.ts	29	29	0	0	0	true
11	0	server/src/routes/v8/__tests__/p05-finance-lane.test.ts	32	32	0	0	0	true
12	0	server/src/routes/__tests__/workbook-commands.routes.test.ts	32	32	0	0	0	true
13	0	server/src/routes/resultsVnext/__tests__/roiCaseApproval.routes.test.ts	22	22	0	0	0	true
14	0	tests/integration/routes/billing.routes.full.l3.test.ts	19	19	0	0	0	true
15	0	server/src/routes/v8/__tests__/financeValueRoutes.demoGuard.test.ts	22	22	0	0	0	true
16	0	src/components/Finance/Prediction/__tests__/PredictionWorkspace.test.tsx	11	11	0	0	0	true
17	0	server/src/routes/__tests__/finance-statements.routes.f5wiring.test.ts	21	21	0	0	0	true
18	0	server/src/routes/__tests__/initiatives-crud.test.ts	12	12	0	0	0	true
19	0	server/src/routes/resultsVnext/__tests__/okr.routes.test.ts	118	118	0	0	0	true
20	0	tests/integration/routes/work-canvas.routes.test.ts	40	40	0	0	0	true
21	0	tests/integration/tools/tool-session-roundtrip.contract.test.ts	11	11	0	0	0	true
22	0	server/src/routes/__tests__/document-studio-share-links.routes.test.ts	25	25	0	0	0	true
23	0	tests/integration/routes/v8.finance-valuation.test.ts	25	25	0	0	0	true
24	0	tests/integration/routes/v8.finance-value.test.ts	25	25	0	0	0	true
25	0	server/src/routes/v8/__tests__/finance.routes.test.ts	49	49	0	0	0	true
26	0	server/src/routes/resultsVnext/__tests__/roiEconomicModel.routes.test.ts	14	14	0	0	0	true
27	0	tests/integration/presentations/deck-version-roundtrip.contract.test.ts	8	8	0	0	0	true
28	0	tests/unit/backend/routes/h64-failsoft-batch6.test.ts	18	18	0	0	0	true
29	0	tests/unit/backend/routes/h64-failsoft-batch5.test.ts	17	17	0	0	0	true
30	0	server/src/routes/v8/__tests__/assessment.routes.test.ts	47	47	0	0	0	true
31	0	tests/integration/routes/wordy-p22.pipeline.test.ts	5	5	0	0	0	true
32	0	server/src/routes/__tests__/cross-org-idor-m17.test.ts	8	8	0	0	0	true
33	0	server/src/routes/v8/__tests__/res10-ownership-separation.routes.test.ts	5	5	0	0	0	true
34	0	tests/unit/backend/routes/h64-failsoft-batch2.test.ts	11	11	0	0	0	true
35	0	server/src/routes/__tests__/m11-tools-cross-org-idor.test.ts	7	7	0	0	0	true
36	0	tests/integration/routes/raidGovernance.routes.test.ts	16	16	0	0	0	true
37	0	tests/integration/routes/v8.finance-planning.test.ts	24	24	0	0	0	true
38	0	tests/integration/admin/adminP32-cross-org-idor.test.ts	20	20	0	0	0	true
39	0	tests/integration/routes/auditLog.organizationContext.test.ts	11	11	0	0	0	true
