id,status,planned_start_date,planned_end_date,baseline_start_date,baseline_end_date,schedule_shift_count
"bb9038c3-d5e0-41e4-8d3d-f695d9c045f9","APPROVED","2026-03-13T06:48:16.128Z","2026-08-03T04:48:16.128Z","2026-03-13 07:48:16.128","2026-08-03 06:48:16.128","0"
"8df2897b-5993-4ee3-82ba-746a0bc6b166","APPROVED","2026-03-09T06:48:16.128Z","2026-06-04T04:48:16.128Z","2026-03-09 07:48:16.128","2026-06-04 06:48:16.128","0"
"0abffeac-2f72-42dc-b5b2-09d67570fe03","CLOSED","","","","","0"
"a9c91be3-c315-4a12-932c-943c4d62fd62","CLOSED","","","","","0"
"7583fab0-dabf-41df-9926-778d25a83906","CLOSED","","","","","0"
"29309684-bdde-40c9-89fb-177f086969fc","CLOSED","","","","","0"
"1569e672-4d0f-44b5-80c8-fbb19c22408b","CLOSED","","","","","0"
"fd7f00e4-16ae-43ab-9b7e-662041201bc5","DRAFT","","","","","0"
"f3c7c6d1-cd94-47ef-abd9-92f74f034aa1","DRAFT","","","","","0"
"d1b3751e-d2aa-4957-8967-10254e7628c3","DRAFT","2026-02-13T17:31:27.988Z","2026-03-17T17:31:27.988Z","2026-02-13 18:31:27.988","2026-03-17 18:31:27.988","0"
"0a8e13eb-a610-4852-b820-604d4fc3ad73","DRAFT","","","","","0"
"cf8312a8-3b51-4044-b3da-2c49aa7d47b0","DRAFT","","","","","0"
"19934e66-6261-401b-ae12-3125d55bcac2","DRAFT","","","","","0"
"f94714d9-7d15-4ad5-a1ba-757a11efb96d","DRAFT","","","","","0"
"bca23c91-d2dc-45b6-be33-96695d1e2e04","DRAFT","","","","","0"
"cb9fc880-047b-4576-a4c8-2e97593e14f6","DRAFT","","","","","0"
"836e4f12-2f55-4580-9caa-5318797d9948","DRAFT","","","","","0"
"8d16878e-ef92-414a-b280-2ead21d77fae","DRAFT","","","","","0"
"1a3afd15-b0e8-4253-9aa0-6b3e37f48350","DRAFT","","","","","0"
"de59b761-1ce8-4519-8378-bbfb16898da9","DRAFT","","","","","0"
"e7120e16-0aa1-4eb1-bb43-99127c75d8ad","DRAFT","","","","","0"
"01de426a-0396-4d56-b1ec-d66c50ba79f9","DRAFT","","","","","0"
"8b0cf64d-6957-474c-8e6f-c8179cfada69","DRAFT","","","","","0"
"44fa977a-9560-442f-b0e5-0fbf1b67ce03","DRAFT","","","","","0"
"0f1b9569-a489-484e-9f60-a2ab84a05348","DRAFT","","","","","0"
"3cf4ef78-fd80-4a43-be80-9889145ca533","DRAFT","","","","","0"
"27921ac2-1deb-4f3b-9745-81c45baf6cab","DRAFT","","","","","0"
"01198c63-6a28-4c6d-a0b1-2d454d2ade8e","DRAFT","","","","","0"
"a1342edb-113f-4abb-9e2e-e902c3b63b37","DRAFT","","","","","0"
"0ea089d2-d9c8-4fd2-bffe-748c2a3fa0ce","DRAFT","","","","","0"
"demo-init-draft-01","DRAFT","","","","","0"
"a72e484c-57bc-4dba-abaa-63ddff9966a0","DRAFT","","","","","0"
"572df49d-a79b-4302-b542-3d6df73f9ac1","DRAFT","","","","","0"
"7e888882-d895-4c27-95e9-13c8a890c9ee","DRAFT","","","","","0"
"9c56126d-66df-4fbf-8c77-0930676ae315","DRAFT","","","","","0"
"eed337dd-8045-4031-875c-f74d55901677","DRAFT","","","","","0"
"a02c029e-7ad2-4ef3-9d07-e29bd4240e12","DRAFT","","","","","0"
