initiative.addAttachmentMock	src/components/InitiativeDetailModal.tsx
initiative.addBullet	src/components/InitiativeDetailModal.tsx
initiative.addCommentPlaceholder	src/components/InitiativeDetailModal.tsx
initiative.addCriteria	src/components/InitiativeDetailModal.tsx
initiative.addDeliverable	src/components/InitiativeDetailModal.tsx
initiative.addLogEntry	src/components/InitiativeDetailModal.tsx
initiative.addMember	src/components/InitiativeDetailModal.tsx
initiative.addRisk	src/components/InitiativeDetailModal.tsx
initiative.adjust	src/components/InitiativeDetailModal.tsx
initiative.alignmentWithAxis	src/components/InitiativeDetailModal.tsx
initiative.allocation	src/components/InitiativeDetailModal.tsx
initiative.analytical	src/components/InitiativeDetailModal.tsx
initiative.approvalWorkflow	src/components/InitiativeDetailModal.tsx
initiative.autoFill	src/components/InitiativeDetailModal.tsx
initiative.autoFillDescription	src/components/InitiativeDetailModal.tsx
initiative.autoFillExecution	src/components/InitiativeDetailModal.tsx
initiative.autoFillWithAI	src/components/InitiativeDetailModal.tsx
initiative.autoSuggest	src/components/InitiativeDetailModal.tsx
initiative.behavior	src/components/InitiativeDetailModal.tsx
initiative.budgetResources	src/components/InitiativeDetailModal.tsx
initiative.budgetResourcesPlaceholder	src/components/InitiativeDetailModal.tsx
initiative.businessOwner	src/components/InitiativeDetailModal.tsx
initiative.businessOwnerDescription	src/components/InitiativeDetailModal.tsx
initiative.businessValue	src/components/InitiativeDetailModal.tsx
initiative.capability	src/components/InitiativeDetailModal.tsx
initiative.capabilityPlay	src/components/InitiativeDetailModal.tsx
initiative.capexEst	src/components/InitiativeDetailModal.tsx
initiative.capitalEfficiency	src/components/InitiativeDetailModal.tsx
initiative.cashPlay	src/components/InitiativeDetailModal.tsx
initiative.changeMgmt	src/components/InitiativeDetailModal.tsx
initiative.charterReadiness	src/components/InitiativeDetailModal.tsx
initiative.charterTitle	src/components/InitiativeDetailModal.tsx
initiative.cloneAsTemplate	src/components/InitiativeDetailModal.tsx
initiative.competenciesPlaceholder	src/components/InitiativeDetailModal.tsx
initiative.completedSuccessfully	src/components/InitiativeDetailModal.tsx
initiative.confidenceLevel	src/components/InitiativeDetailModal.tsx
initiative.confidencePlaceholder	src/components/InitiativeDetailModal.tsx
initiative.continue	src/components/InitiativeDetailModal.tsx
initiative.corporateGoal	src/components/InitiativeDetailModal.tsx
initiative.costOfInaction	src/components/InitiativeDetailModal.tsx
initiative.costOptimization	src/components/InitiativeDetailModal.tsx
initiative.criteriaDescriptionPlaceholder	src/components/InitiativeDetailModal.tsx
initiative.currentStatus	src/components/InitiativeDetailModal.tsx
initiative.currentVersion	src/components/InitiativeDetailModal.tsx
initiative.dataTech	src/components/InitiativeDetailModal.tsx
initiative.dataTechPlaceholder	src/components/InitiativeDetailModal.tsx
initiative.decisionGate	src/components/InitiativeDetailModal.tsx
initiative.decisionOwner	src/components/InitiativeDetailModal.tsx
initiative.decisionRequired	src/components/InitiativeDetailModal.tsx
initiative.decisionToMake	src/components/InitiativeDetailModal.tsx
initiative.effortProfile	src/components/InitiativeDetailModal.tsx
initiative.endDate	src/components/InitiativeDetailModal.tsx
initiative.evidenceTitle	src/components/InitiativeDetailModal.tsx
initiative.executionOwner	src/components/InitiativeDetailModal.tsx
initiative.executionOwnerDescription	src/components/InitiativeDetailModal.tsx
initiative.expectedRealizationPlaceholder	src/components/InitiativeDetailModal.tsx
initiative.explicitAssumptions	src/components/InitiativeDetailModal.tsx
initiative.exportCharter	src/components/InitiativeDetailModal.tsx
initiative.financialSummary	src/components/InitiativeDetailModal.tsx
initiative.fullDescriptionLabel	src/components/InitiativeDetailModal.tsx
initiative.governanceAuditTrail	src/components/InitiativeDetailModal.tsx
initiative.idLabel	src/components/InitiativeDetailModal.tsx
initiative.inScope	src/components/InitiativeDetailModal.tsx
initiative.incompleteLabel	src/components/InitiativeDetailModal.tsx
initiative.initialCreation	src/components/InitiativeDetailModal.tsx
initiative.initiativeIdOrNamePlaceholder	src/components/InitiativeDetailModal.tsx
initiative.keyDeliverables	src/components/InitiativeDetailModal.tsx
initiative.keyRisks	src/components/InitiativeDetailModal.tsx
initiative.keyRisksDescription	src/components/InitiativeDetailModal.tsx
initiative.killCriteriaMandatory	src/components/InitiativeDetailModal.tsx
initiative.killCriteriaPlaceholder	src/components/InitiativeDetailModal.tsx
initiative.linkInitiative	src/components/InitiativeDetailModal.tsx
initiative.live	src/components/InitiativeDetailModal.tsx
initiative.maxRisksReached	src/components/InitiativeDetailModal.tsx
initiative.metric	src/components/InitiativeDetailModal.tsx
initiative.milestoneNamePlaceholder	src/components/InitiativeDetailModal.tsx
initiative.milestonesAndGates	src/components/InitiativeDetailModal.tsx
initiative.missingValueDriverWarning	src/components/InitiativeDetailModal.tsx
initiative.mitigationStrategyPlaceholder	src/components/InitiativeDetailModal.tsx
initiative.nameLabel	src/components/InitiativeDetailModal.tsx
initiative.newInitiative	src/components/InitiativeDetailModal.tsx
initiative.nextAction	src/components/InitiativeDetailModal.tsx
initiative.nextActionApproved	src/components/InitiativeDetailModal.tsx
initiative.nextActionDraft	src/components/InitiativeDetailModal.tsx
