admin.desktopOnly.body	src/components/shared/DesktopOnlyGuard.tsx
admin.select	src/components/Admin/InterviewAssignmentsPanel.tsx
intelligence.analyzing	src/components/InitiativeIntelligenceTab.tsx
intelligence.autoGenerate	src/components/InitiativeIntelligenceTab.tsx
intelligence.detectPatterns	src/components/InitiativeIntelligenceTab.tsx
intelligence.detectedPatternsLabel	src/components/InitiativeIntelligenceTab.tsx
intelligence.differentlyPlaceholder	src/components/InitiativeIntelligenceTab.tsx
intelligence.differentlyTitle	src/components/InitiativeIntelligenceTab.tsx
intelligence.knowledgeGraphSharing	src/components/InitiativeIntelligenceTab.tsx
intelligence.knowledgeGraphSimilarity	src/components/InitiativeIntelligenceTab.tsx
intelligence.knowledgeGraphTitle	src/components/InitiativeIntelligenceTab.tsx
intelligence.learnedPlaceholder	src/components/InitiativeIntelligenceTab.tsx
intelligence.learnedTitle	src/components/InitiativeIntelligenceTab.tsx
intelligence.noPatterns	src/components/InitiativeIntelligenceTab.tsx
intelligence.noPatternsDesc	src/components/InitiativeIntelligenceTab.tsx
intelligence.patternsTitle	src/components/InitiativeIntelligenceTab.tsx
intelligence.surprisedPlaceholder	src/components/InitiativeIntelligenceTab.tsx
intelligence.surprisedTitle	src/components/InitiativeIntelligenceTab.tsx
intelligence.title	src/components/InitiativeIntelligenceTab.tsx
intelligence.viewRelated	src/components/InitiativeIntelligenceTab.tsx
relation.BLOCKS	src/components/InitiativeDetailModal.tsx
relation.CHILD_OF	src/components/InitiativeDetailModal.tsx
relation.DEPENDS_ON	src/components/InitiativeDetailModal.tsx
relation.PARENT_OF	src/components/InitiativeDetailModal.tsx
relation.RELATED_TO	src/components/InitiativeDetailModal.tsx
role.CONTRIBUTOR	src/components/InitiativeDetailModal.tsx
role.OBSERVER	src/components/InitiativeDetailModal.tsx
role.REVIEWER	src/components/InitiativeDetailModal.tsx
role.SME	src/components/InitiativeDetailModal.tsx
role.STAKEHOLDER	src/components/InitiativeDetailModal.tsx
status.APPROVED	src/components/InitiativeDetailModal.tsx
status.ARCHIVED	src/components/InitiativeDetailModal.tsx
status.CANCELLED	src/components/InitiativeDetailModal.tsx
status.DONE	src/components/InitiativeDetailModal.tsx
status.DRAFT	src/components/InitiativeDetailModal.tsx
status.EXECUTING	src/components/InitiativeDetailModal.tsx
status.PLANNING	src/components/InitiativeDetailModal.tsx
status.REVIEW	src/components/InitiativeDetailModal.tsx
superadmin.aiCoreRuntime.auditTrailTitle	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.fields.contract	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.fields.healthy	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.fields.layers	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.fields.toolCount	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.healthyNo	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.healthyYes	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.layerSummary	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.loadTrust	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.noAuditTrail	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.noLayers	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.noPolicy	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.noProvenance	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.noTools	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.noTrust	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.policyFields.allowed	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.policyFields.approvalClass	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.policyFields.approvalOverride	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.policyFields.blockReason	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.policyFields.maxInvocations	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.policyFields.policyRef	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.policyFields.state	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.policyLoadError	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.policyLoading	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.policySubtitle	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.policyTitle	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.provenanceTitle	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.snapshotLabel	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.snapshotPlaceholder	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.subtitle	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.title	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.toolsSubtitle	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.toolsTitle	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.trustLoadError	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.trustLoading	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.trustSubtitle	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.aiCoreRuntime.trustTitle	src/components/Admin/AI/AICoreRuntimePanel.tsx
superadmin.customers.compliance.errorLoad	src/views/superadmin/customers/CustomerComplianceView.tsx
superadmin.customers.compliance.stats.auditPassed	src/views/superadmin/customers/CustomerComplianceView.tsx
superadmin.customers.compliance.stats.fullyCompliant	src/views/superadmin/customers/CustomerComplianceView.tsx
superadmin.customers.compliance.stats.requiresAttention	src/views/superadmin/customers/CustomerComplianceView.tsx
superadmin.customers.compliance.subtitle	src/views/superadmin/customers/CustomerComplianceView.tsx
superadmin.customers.compliance.table.columns.dataRetention	src/views/superadmin/customers/CustomerComplianceView.tsx
superadmin.customers.compliance.table.columns.dpa	src/views/superadmin/customers/CustomerComplianceView.tsx
superadmin.customers.compliance.table.columns.gdpr	src/views/superadmin/customers/CustomerComplianceView.tsx
superadmin.customers.compliance.table.columns.lastAudit	src/views/superadmin/customers/CustomerComplianceView.tsx
superadmin.customers.compliance.table.columns.securityAudit	src/views/superadmin/customers/CustomerComplianceView.tsx
superadmin.customers.compliance.table.never	src/views/superadmin/customers/CustomerComplianceView.tsx
superadmin.customers.compliance.table.title	src/views/superadmin/customers/CustomerComplianceView.tsx
superadmin.customers.compliance.title	src/views/superadmin/customers/CustomerComplianceView.tsx
superadmin.customers.compliance.unknownOrganization	src/views/superadmin/customers/CustomerComplianceView.tsx
superadmin.customers.playbooks.actionsCount	src/views/superadmin/customers/CustomerSuccessPlaybooksView.tsx
superadmin.customers.playbooks.empty.createFirst	src/views/superadmin/customers/CustomerSuccessPlaybooksView.tsx
superadmin.customers.playbooks.empty.noPlaybooks	src/views/superadmin/customers/CustomerSuccessPlaybooksView.tsx
superadmin.customers.playbooks.playbooks	src/views/superadmin/customers/CustomerSuccessPlaybooksView.tsx
