path	classification	candidate_sha
.claude/launch.json	MODULE_OWNED	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/screens/tool-outputs-panel.tsx	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/screens/tools-sesja-wyjscie.tsx	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/screens/tools-swot-initiative-proposal.tsx	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/screens/tools-swot-library-detail.tsx	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/screens/tools-swot-live.tsx	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/screens/tools-swot-report.tsx	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/screens/tools-swot-session-workspace.tsx	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/tool-outputs-panel-main.tsx	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/tool-outputs-panel.html	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/tools-swot-initiative-proposal-main.tsx	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/tools-swot-initiative-proposal.html	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/tools-swot-library-detail-main.tsx	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/tools-swot-library-detail.html	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/tools-swot-live-main.tsx	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/tools-swot-live.html	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/tools-swot-session-workspace-main.tsx	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
dev-render/tools-swot-session-workspace.html	TEST	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/CLEAN_BOOTSTRAP.md	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/EVIDENCE_LEDGER.md	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/MANUAL_ACCEPTANCE_MPQ.md	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/REGRESSION_BASELINE_VS_CANDIDATE.md	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/REGRESSION_H4_GAPS_VS_G3.md	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/ROSTER_MATRIX.md	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/SESSION_HTTP_INVENTORY.md	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/STATUS_CANON.md	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/SWALLOWED_ERRORS_AUDIT.md	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/TEST_INVENTORY.md	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/_capture-log.jsonl	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/initiative-proposal--dark--desktop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/initiative-proposal--dark--focus.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/initiative-proposal--dark--laptop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/initiative-proposal--dark--tablet.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/initiative-proposal--dark--zoom200.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/initiative-proposal--light--desktop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/initiative-proposal--light--focus.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/initiative-proposal--light--laptop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/initiative-proposal--light--tablet.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/initiative-proposal--light--zoom200.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/library-detail--dark--desktop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/library-detail--dark--focus.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/library-detail--dark--laptop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/library-detail--dark--tablet.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/library-detail--dark--zoom200.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/library-detail--light--desktop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/library-detail--light--focus.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/library-detail--light--laptop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/library-detail--light--tablet.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/library-detail--light--zoom200.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/live-artifact--dark--desktop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/live-artifact--dark--focus.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/live-artifact--dark--laptop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/live-artifact--dark--tablet.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/live-artifact--dark--zoom200.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/live-artifact--light--desktop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/live-artifact--light--focus.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/live-artifact--light--laptop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/live-artifact--light--tablet.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/live-artifact--light--zoom200.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/output--dark--desktop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/output--dark--focus.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/output--dark--laptop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/output--dark--tablet.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/output--dark--zoom200.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/output--light--desktop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/output--light--focus.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/output--light--laptop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/output--light--tablet.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/output--light--zoom200.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/presentation--dark--desktop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/presentation--dark--focus.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/presentation--dark--laptop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/presentation--dark--tablet.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/presentation--dark--zoom200.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/presentation--light--desktop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/presentation--light--focus.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/presentation--light--laptop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/presentation--light--tablet.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/presentation--light--zoom200.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/report--dark--desktop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/report--dark--focus.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/report--dark--laptop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/report--dark--tablet.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/report--dark--zoom200.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/report--light--desktop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/report--light--focus.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/report--light--laptop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/report--light--tablet.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/report--light--zoom200.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/session-workspace--dark--desktop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/session-workspace--dark--focus.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/session-workspace--dark--laptop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/session-workspace--dark--tablet.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/session-workspace--dark--zoom200.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/session-workspace--light--desktop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/session-workspace--light--focus.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/session-workspace--light--laptop.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/session-workspace--light--tablet.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/g5-mpq/session-workspace--light--zoom200.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/RUN_LOG.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/dark-fullscreen.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/dark-presentation-default-chrome-hidden.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/dark-print-media-emulated.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/dark-print-page-1.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/dark-print-page-2.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/dark-print-page-3.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/dark-print-page-4.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/dark-print-preview.pdf	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/dark-slide-01-cover.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/dark-slide-02.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/dark-slide-03.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/dark-slide-04.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/light-fullscreen.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/light-presentation-default-chrome-hidden.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/light-print-media-emulated.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
